numero_empleado,periodo,feedback_clientes,reconocimientos_desempeno_merito,apoyo_supervisor,apoyo_equipo
EI9103097ES,2025-11,3,5,3,5
EI9103097ES,2025-12,4,2,4,3
EI9103097ES,2026-01,4,5,2,4
EI0200701ES,2025-02,5,4,4,4
EI0200701ES,2025-03,3,3,3,4
EI0200701ES,2025-04,5,4,5,5
EI0200701ES,2025-05,4,5,5,4
EI0200701ES,2025-06,4,3,3,2
EI0200701ES,2025-07,1,4,3,5
EI0200701ES,2025-08,4,1,5,3
EI0200701ES,2025-09,4,5,4,5
EI0200701ES,2025-10,5,5,3,2
EI0200701ES,2025-11,4,5,5,4
EI0200701ES,2025-12,5,5,5,1
EI0200701ES,2026-01,4,4,3,5
EI0002808ES,2025-02,4,4,5,5
EI0002808ES,2025-03,3,5,3,5
EI0002808ES,2025-04,4,4,1,4
EI0002808ES,2025-05,5,4,4,4
EI0002808ES,2025-06,5,4,5,5
EI0002808ES,2025-07,2,3,4,5
EI0002808ES,2025-08,4,5,4,3
EI0002808ES,2025-09,5,5,4,4
EI0002808ES,2025-10,4,3,2,5
EI0002808ES,2025-11,4,4,3,5
EI0002808ES,2025-12,1,4,4,5
EI0002808ES,2026-01,5,4,4,4
EI0606610ES,2025-02,4,4,2,5
EI0606610ES,2025-03,2,3,4,1
EI0606610ES,2025-04,4,5,5,1
EI0606610ES,2025-05,5,3,5,4
EI0606610ES,2025-06,5,5,5,3
EI0606610ES,2025-07,4,3,5,4
EI0606610ES,2025-08,3,3,4,3
EI0606610ES,2025-09,5,5,4,3
EI0606610ES,2025-10,4,4,2,3
EI0606610ES,2025-11,3,3,1,2
EI0606610ES,2025-12,5,4,5,5
EI0606610ES,2026-01,3,5,5,4
EI9802006ES,2025-02,4,5,5,4
EI9802006ES,2025-03,5,4,4,4
EI9802006ES,2025-04,4,4,4,4
EI9802006ES,2025-05,4,5,3,2
EI9802006ES,2025-06,5,2,5,3
EI9802006ES,2025-07,2,5,5,2
EI9802006ES,2025-08,4,4,5,3
EI9802006ES,2025-09,3,2,3,3
EI9802006ES,2025-10,3,5,1,4
EI9802006ES,2025-11,2,2,4,5
EI9802006ES,2025-12,2,5,3,3
EI9802006ES,2026-01,5,4,1,5
EI0203851ES,2025-02,2,5,3,3
EI0203851ES,2025-03,4,5,5,5
EI0203851ES,2025-04,2,4,4,2
EI0203851ES,2025-05,2,4,3,5
EI0203851ES,2025-06,5,5,4,3
EI0203851ES,2025-07,3,5,4,5
EI0203851ES,2025-08,4,4,4,3
EI0203851ES,2025-09,3,4,3,3
EI0203851ES,2025-10,1,3,4,4
EI0203851ES,2025-11,3,4,3,2
EI0203851ES,2025-12,4,5,2,3
EI0203851ES,2026-01,2,1,4,4
EI0502825ES,2025-02,4,3,5,4
EI0502825ES,2025-03,5,3,5,4
EI0502825ES,2025-04,4,5,3,3
EI0502825ES,2025-05,4,3,2,3
EI0502825ES,2025-06,5,1,4,4
EI0502825ES,2025-07,2,2,4,3
EI0502825ES,2025-08,2,4,4,5
EI0502825ES,2025-09,4,1,4,5
EI0502825ES,2025-10,1,1,5,5
EI0502825ES,2025-11,2,3,1,5
EI0502825ES,2025-12,5,5,5,2
EI0502825ES,2026-01,2,4,1,4
EI9203939ES,2025-02,4,5,4,5
EI9203939ES,2025-03,2,4,5,4
EI9203939ES,2025-04,4,5,5,4
EI9203939ES,2025-05,3,4,5,5
EI9203939ES,2025-06,4,1,4,5
EI9203939ES,2025-07,3,5,3,5
EI9203939ES,2025-08,4,4,2,4
EI9203939ES,2025-09,5,3,4,4
EI9203939ES,2025-10,3,4,5,4
EI9203939ES,2025-11,3,4,3,4
EI9203939ES,2025-12,5,3,3,4
EI9203939ES,2026-01,3,5,3,3
EI1505111ES,2025-02,5,4,2,2
EI1505111ES,2025-03,3,5,4,2
EI1505111ES,2025-04,5,5,4,4
EI1505111ES,2025-05,3,4,5,2
EI1505111ES,2025-06,4,4,4,3
EI1505111ES,2025-07,5,3,4,2
EI1505111ES,2025-08,4,5,5,5
EI1505111ES,2025-09,5,1,4,4
EI1505111ES,2025-10,5,5,5,4
EI1505111ES,2025-11,4,5,4,2
EI1505111ES,2025-12,3,5,4,3
EI1505111ES,2026-01,2,5,4,3
EI2000115ES,2025-02,3,5,4,4
EI2000115ES,2025-03,4,5,2,2
EI2000115ES,2025-04,5,4,4,2
EI2000115ES,2025-05,4,5,4,3
EI2000115ES,2025-06,4,5,3,5
EI2000115ES,2025-07,2,2,5,5
EI2000115ES,2025-08,5,4,4,4
EI2000115ES,2025-09,4,5,5,4
EI2000115ES,2025-10,5,1,4,5
EI2000115ES,2025-11,4,4,2,2
EI2000115ES,2025-12,5,4,3,3
EI2000115ES,2026-01,5,5,4,3
EI0506775ES,2025-02,4,3,5,2
EI0506775ES,2025-03,4,4,1,3
EI0506775ES,2025-04,5,4,4,3
EI0506775ES,2025-05,5,5,4,3
EI0506775ES,2025-06,1,5,4,2
EI0506775ES,2025-07,5,5,2,5
EI0506775ES,2025-08,1,4,4,4
EI0506775ES,2025-09,5,4,5,2
EI0506775ES,2025-10,5,4,3,4
EI0506775ES,2025-11,2,2,5,2
EI0506775ES,2025-12,4,1,2,2
EI0506775ES,2026-01,5,1,5,3
EI9001677ES,2025-02,4,4,3,4
EI9001677ES,2025-03,5,3,4,4
EI9001677ES,2025-04,2,5,3,4
EI9001677ES,2025-05,3,5,5,3
EI9001677ES,2025-06,2,4,4,5
EI9001677ES,2025-07,5,4,3,5
EI9001677ES,2025-08,5,4,4,4
EI9001677ES,2025-09,3,3,2,4
EI9001677ES,2025-10,5,3,4,3
EI9001677ES,2025-11,3,5,4,4
EI9001677ES,2025-12,1,2,3,5
EI9001677ES,2026-01,4,3,4,4
EI1404372ES,2025-02,4,5,4,5
EI1404372ES,2025-03,4,2,4,3
EI1404372ES,2025-04,2,2,4,3
EI1404372ES,2025-05,3,3,4,2
EI1404372ES,2025-06,4,5,2,2
EI1404372ES,2025-07,5,4,5,4
EI1404372ES,2025-08,4,1,3,4
EI1404372ES,2025-09,5,3,3,4
EI1404372ES,2025-10,3,4,2,5
EI1404372ES,2025-11,4,1,4,4
EI1404372ES,2025-12,4,5,4,5
EI1404372ES,2026-01,4,3,3,3
EI2001572ES,2025-02,3,4,3,4
EI2001572ES,2025-03,3,4,5,5
EI2001572ES,2025-04,5,4,4,2
EI2001572ES,2025-05,3,5,3,5
EI2001572ES,2025-06,3,4,3,3
EI2001572ES,2025-07,3,2,3,5
EI2001572ES,2025-08,3,4,2,5
EI2001572ES,2025-09,4,3,5,3
EI2001572ES,2025-10,5,5,3,4
EI2001572ES,2025-11,5,4,5,4
EI2001572ES,2025-12,3,1,3,5
EI2001572ES,2026-01,3,5,2,4
EI0505073ES,2025-02,4,1,5,3
EI0505073ES,2025-03,3,4,5,3
EI0505073ES,2025-04,4,4,3,5
EI0505073ES,2025-05,5,4,4,4
EI0505073ES,2025-06,4,5,3,2
EI0505073ES,2025-07,3,4,2,4
EI0505073ES,2025-08,2,5,4,4
EI0505073ES,2025-09,4,2,5,5
EI0505073ES,2025-10,4,4,4,3
EI0505073ES,2025-11,4,2,5,3
EI0505073ES,2025-12,5,3,1,1
EI0505073ES,2026-01,5,2,3,4
EI2306272ES,2025-02,4,5,4,4
EI2306272ES,2025-03,4,3,5,4
EI2306272ES,2025-04,3,4,5,5
EI2306272ES,2025-05,1,4,4,5
EI2306272ES,2025-06,4,3,1,5
EI2306272ES,2025-07,4,5,5,2
EI2306272ES,2025-08,5,5,5,5
EI2306272ES,2025-09,5,1,3,5
EI2306272ES,2025-10,5,4,4,2
EI2306272ES,2025-11,2,2,5,5
EI2306272ES,2025-12,4,3,5,3
EI2306272ES,2026-01,4,5,4,5
EI9600627ES,2025-02,5,5,3,5
EI9600627ES,2025-03,4,4,5,4
EI9600627ES,2025-04,5,2,3,3
EI9600627ES,2025-05,4,5,4,4
EI9600627ES,2025-06,4,4,4,1
EI9600627ES,2025-07,5,4,4,4
EI9600627ES,2025-08,2,4,5,2
EI9600627ES,2025-09,1,3,4,4
EI9600627ES,2025-10,3,2,5,5
EI9600627ES,2025-11,4,4,5,3
EI9600627ES,2025-12,4,5,3,4
EI9600627ES,2026-01,3,2,4,5
EI2203393ES,2025-02,4,4,1,2
EI2203393ES,2025-03,4,4,4,3
EI2203393ES,2025-04,5,2,1,2
EI2203393ES,2025-05,4,4,2,3
EI2203393ES,2025-06,5,5,3,5
EI2203393ES,2025-07,4,4,4,2
EI2203393ES,2025-08,3,5,2,4
EI2203393ES,2025-09,3,4,3,3
EI2203393ES,2025-10,4,2,5,4
EI2203393ES,2025-11,4,4,4,5
EI2203393ES,2025-12,4,5,5,5
EI2203393ES,2026-01,2,5,5,4
EI2104735ES,2025-02,3,1,5,3
EI2104735ES,2025-03,4,2,3,4
EI2104735ES,2025-04,1,5,3,4
EI2104735ES,2025-05,2,3,5,4
EI2104735ES,2025-06,3,3,5,4
EI2104735ES,2025-07,5,4,5,2
EI2104735ES,2025-08,4,5,5,3
EI2104735ES,2025-09,5,3,4,3
EI2104735ES,2025-10,2,1,3,1
EI2104735ES,2025-11,3,3,4,4
EI2104735ES,2025-12,3,4,5,5
EI2104735ES,2026-01,4,4,2,5
EI2601585ES,2025-02,4,5,4,5
EI2601585ES,2025-03,4,5,3,4
EI2601585ES,2025-04,4,4,4,5
EI2601585ES,2025-05,4,4,2,3
EI2601585ES,2025-06,4,1,5,4
EI2601585ES,2025-07,3,4,4,3
EI2601585ES,2025-08,4,5,3,5
EI2601585ES,2025-09,3,5,5,4
EI2601585ES,2025-10,4,4,4,5
EI2601585ES,2025-11,4,5,3,5
EI2601585ES,2025-12,3,5,5,2
EI2601585ES,2026-01,5,5,4,5
EI1505134ES,2025-02,4,5,4,5
EI1505134ES,2025-03,4,4,1,3
EI1505134ES,2025-04,3,3,2,5
EI1505134ES,2025-05,3,5,3,2
EI1505134ES,2025-06,4,2,5,4
EI1505134ES,2025-07,5,5,1,5
EI1505134ES,2025-08,2,3,4,5
EI1505134ES,2025-09,5,5,3,5
EI1505134ES,2025-10,3,5,3,1
EI1505134ES,2025-11,4,3,2,5
EI1505134ES,2025-12,4,2,4,4
EI1505134ES,2026-01,3,4,3,2
EI9004573ES,2025-02,5,5,3,3
EI9004573ES,2025-03,3,1,3,4
EI9004573ES,2025-04,2,2,5,5
EI9004573ES,2025-05,4,5,2,4
EI9004573ES,2025-06,3,3,4,5
EI9004573ES,2025-07,5,3,2,3
EI9004573ES,2025-08,4,5,3,4
EI9004573ES,2025-09,4,4,2,1
EI9004573ES,2025-10,4,4,1,3
EI9004573ES,2025-11,2,3,2,3
EI9004573ES,2025-12,4,4,5,4
EI9004573ES,2026-01,4,5,3,5
EI1104397ES,2025-02,4,4,3,4
EI1104397ES,2025-03,5,4,4,4
EI1104397ES,2025-04,1,4,5,5
EI1104397ES,2025-05,1,5,4,2
EI1104397ES,2025-06,5,5,3,5
EI1104397ES,2025-07,2,4,5,5
EI1104397ES,2025-08,4,5,4,4
EI1104397ES,2025-09,4,4,3,3
EI1104397ES,2025-10,4,5,4,5
EI1104397ES,2025-11,2,4,4,4
EI1104397ES,2025-12,5,3,3,2
EI1104397ES,2026-01,2,1,5,1
EI1403793ES,2025-02,4,3,4,1
EI1403793ES,2025-03,4,5,2,4
EI1403793ES,2025-04,4,5,4,4
EI1403793ES,2025-05,4,5,5,4
EI1403793ES,2025-06,4,5,2,2
EI1403793ES,2025-07,3,4,2,5
EI1403793ES,2025-08,3,3,5,2
EI1403793ES,2025-09,3,4,4,2
EI1403793ES,2025-10,5,4,3,4
EI1403793ES,2025-11,5,4,4,1
EI1403793ES,2025-12,5,4,3,5
EI1403793ES,2026-01,3,3,3,3
EI0605414ES,2025-02,5,3,2,5
EI0605414ES,2025-03,2,5,3,5
EI0605414ES,2025-04,4,5,1,4
EI0605414ES,2025-05,4,5,4,3
EI0605414ES,2025-06,4,4,5,3
EI0605414ES,2025-07,2,5,5,4
EI0605414ES,2025-08,2,1,5,4
EI0605414ES,2025-09,4,2,5,4
EI0605414ES,2025-10,3,4,4,3
EI0605414ES,2025-11,4,4,3,3
EI0605414ES,2025-12,5,4,5,2
EI0605414ES,2026-01,5,4,1,4
EI0402687ES,2025-02,3,4,4,4
EI0402687ES,2025-03,5,3,3,1
EI0402687ES,2025-04,3,5,3,3
EI0402687ES,2025-05,3,5,3,3
EI0402687ES,2025-06,4,1,4,5
EI0402687ES,2025-07,4,1,2,4
EI0402687ES,2025-08,3,5,4,4
EI0402687ES,2025-09,1,3,5,5
EI0402687ES,2025-10,5,4,4,2
EI0402687ES,2025-11,5,3,2,5
EI0402687ES,2025-12,5,4,4,5
EI0402687ES,2026-01,4,4,3,4
EI1400168ES,2025-02,5,5,5,5
EI1400168ES,2025-03,4,4,5,4
EI1400168ES,2025-04,1,5,1,3
EI1400168ES,2025-05,3,5,5,3
EI1400168ES,2025-06,4,4,5,2
EI1400168ES,2025-07,4,3,3,5
EI1400168ES,2025-08,3,3,4,4
EI1400168ES,2025-09,2,2,4,5
EI1400168ES,2025-10,1,1,3,5
EI1400168ES,2025-11,2,3,3,4
EI1400168ES,2025-12,2,3,2,5
EI1400168ES,2026-01,4,4,5,4
EI9205964ES,2025-02,4,3,4,1
EI9205964ES,2025-03,2,4,4,3
EI9205964ES,2025-04,4,2,5,4
EI9205964ES,2025-05,4,4,3,4
EI9205964ES,2025-06,3,3,4,4
EI9205964ES,2025-07,5,4,4,5
EI9205964ES,2025-08,3,5,2,4
EI9205964ES,2025-09,2,4,5,2
EI9205964ES,2025-10,4,3,5,4
EI9205964ES,2025-11,4,4,4,2
EI9205964ES,2025-12,3,5,3,2
EI9205964ES,2026-01,3,4,4,3
EI2500671ES,2025-02,2,5,5,2
EI2500671ES,2025-03,4,3,2,3
EI2500671ES,2025-04,5,5,4,5
EI2500671ES,2025-05,4,3,5,2
EI2500671ES,2025-06,5,3,2,5
EI2500671ES,2025-07,1,1,5,5
EI2500671ES,2025-08,4,1,4,5
EI2500671ES,2025-09,5,5,4,4
EI2500671ES,2025-10,5,4,4,5
EI2500671ES,2025-11,4,4,5,5
EI2500671ES,2025-12,5,4,2,3
EI2500671ES,2026-01,5,4,2,4
EI2604384ES,2025-02,5,4,5,5
EI2604384ES,2025-03,5,2,2,4
EI2604384ES,2025-04,4,2,5,5
EI2604384ES,2025-05,4,2,5,4
EI2604384ES,2025-06,2,4,4,4
EI2604384ES,2025-07,5,1,3,5
EI2604384ES,2025-08,3,4,5,3
EI2604384ES,2025-09,3,4,5,1
EI2604384ES,2025-10,4,5,4,5
EI2604384ES,2025-11,3,4,4,5
EI2604384ES,2025-12,3,1,5,3
EI2604384ES,2026-01,4,5,3,2
EI9306273ES,2025-02,5,5,5,5
EI9306273ES,2025-03,5,2,2,4
EI9306273ES,2025-04,4,3,3,5
EI9306273ES,2025-05,5,3,4,2
EI9306273ES,2025-06,3,3,4,5
EI9306273ES,2025-07,4,1,1,4
EI9306273ES,2025-08,3,4,3,5
EI9306273ES,2025-09,5,3,5,4
EI9306273ES,2025-10,4,3,3,5
EI9306273ES,2025-11,4,4,5,4
EI9306273ES,2025-12,2,4,4,4
EI9306273ES,2026-01,3,3,2,1
EI0603909ES,2025-02,5,5,2,3
EI0603909ES,2025-03,4,5,4,5
EI0603909ES,2025-04,1,1,5,4
EI0603909ES,2025-05,4,4,1,3
EI0603909ES,2025-06,5,5,5,2
EI0603909ES,2025-07,5,4,3,5
EI0603909ES,2025-08,5,5,5,4
EI0603909ES,2025-09,4,2,1,5
EI0603909ES,2025-10,5,4,4,2
EI0603909ES,2025-11,4,5,4,2
EI0603909ES,2025-12,4,4,5,5
EI0603909ES,2026-01,5,5,5,3
EI0602331ES,2025-02,5,4,5,5
EI0602331ES,2025-03,3,5,3,5
EI0602331ES,2025-04,5,3,2,5
EI0602331ES,2025-05,3,4,1,3
EI0602331ES,2025-06,5,5,3,4
EI0602331ES,2025-07,1,4,2,4
EI0602331ES,2025-08,2,3,4,5
EI0602331ES,2025-09,3,4,4,4
EI0602331ES,2025-10,3,2,5,5
EI0602331ES,2025-11,2,3,2,4
EI0602331ES,2025-12,3,4,3,4
EI0602331ES,2026-01,5,4,1,1
EI1805564ES,2025-02,5,3,5,5
EI1805564ES,2025-03,5,4,5,3
EI1805564ES,2025-04,1,5,5,5
EI1805564ES,2025-05,5,3,4,5
EI1805564ES,2025-06,5,5,4,4
EI1805564ES,2025-07,5,3,5,5
EI1805564ES,2025-08,1,5,5,5
EI1805564ES,2025-09,3,4,4,4
EI1805564ES,2025-10,5,5,4,3
EI1805564ES,2025-11,5,5,3,5
EI1805564ES,2025-12,5,4,5,3
EI1805564ES,2026-01,4,4,4,2
EI1901755ES,2025-02,4,2,5,5
EI1901755ES,2025-03,4,2,4,4
EI1901755ES,2025-04,5,2,3,4
EI1901755ES,2025-05,3,3,4,5
EI1901755ES,2025-06,3,4,4,5
EI1901755ES,2025-07,3,5,4,3
EI1901755ES,2025-08,3,4,5,2
EI1901755ES,2025-09,5,2,2,4
EI1901755ES,2025-10,3,3,5,4
EI1901755ES,2025-11,3,3,4,3
EI1901755ES,2025-12,5,5,5,4
EI1901755ES,2026-01,3,4,3,5
EI1506503ES,2025-02,3,5,3,3
EI1506503ES,2025-03,4,3,4,3
EI1506503ES,2025-04,5,4,4,3
EI1506503ES,2025-05,5,5,4,5
EI1506503ES,2025-06,5,4,5,4
EI1506503ES,2025-07,2,5,4,3
EI1506503ES,2025-08,5,5,4,4
EI1506503ES,2025-09,3,3,5,3
EI1506503ES,2025-10,5,4,2,4
EI1506503ES,2025-11,3,4,3,4
EI1506503ES,2025-12,1,4,3,5
EI1506503ES,2026-01,3,4,3,4
EI2003761ES,2025-02,2,4,4,5
EI2003761ES,2025-03,2,4,3,5
EI2003761ES,2025-04,3,3,4,5
EI2003761ES,2025-05,4,4,5,4
EI2003761ES,2025-06,4,5,4,3
EI2003761ES,2025-07,5,5,3,1
EI2003761ES,2025-08,4,5,4,3
EI2003761ES,2025-09,5,5,3,1
EI2003761ES,2025-10,5,5,4,4
EI2003761ES,2025-11,5,4,4,2
EI2003761ES,2025-12,4,4,5,2
EI2003761ES,2026-01,5,5,5,2
EI9004239ES,2025-02,3,4,3,4
EI9004239ES,2025-03,2,3,2,5
EI9004239ES,2025-04,2,3,4,5
EI9004239ES,2025-05,4,5,4,3
EI9004239ES,2025-06,5,5,5,4
EI9004239ES,2025-07,3,4,5,5
EI9004239ES,2025-08,5,3,3,5
EI9004239ES,2025-09,4,4,5,2
EI9004239ES,2025-10,3,4,1,5
EI9004239ES,2025-11,4,4,5,5
EI9004239ES,2025-12,5,4,5,4
EI9004239ES,2026-01,4,5,4,3
EI1300690ES,2025-02,5,4,2,3
EI1300690ES,2025-03,4,4,2,4
EI1300690ES,2025-04,5,5,4,5
EI1300690ES,2025-05,4,5,5,5
EI1300690ES,2025-06,4,5,5,1
EI1300690ES,2025-07,4,4,5,4
EI1300690ES,2025-08,2,4,5,3
EI1300690ES,2025-09,2,3,4,1
EI1300690ES,2025-10,5,4,5,4
EI1300690ES,2025-11,5,4,4,3
EI1300690ES,2025-12,1,4,3,3
EI1300690ES,2026-01,2,4,4,4
EI0702060ES,2025-02,4,4,4,3
EI0702060ES,2025-03,4,4,4,4
EI0702060ES,2025-04,2,3,4,4
EI0702060ES,2025-05,2,5,5,4
EI0702060ES,2025-06,5,5,5,5
EI0702060ES,2025-07,1,4,5,5
EI0702060ES,2025-08,3,4,4,4
EI0702060ES,2025-09,5,2,5,4
EI0702060ES,2025-10,3,4,5,1
EI0702060ES,2025-11,3,5,5,2
EI0702060ES,2025-12,5,5,4,5
EI0702060ES,2026-01,5,4,3,4
EI1803458ES,2025-02,5,1,3,4
EI1803458ES,2025-03,4,5,4,2
EI1803458ES,2025-04,3,3,4,3
EI1803458ES,2025-05,5,4,4,5
EI1803458ES,2025-06,2,1,3,1
EI1803458ES,2025-07,1,5,4,5
EI1803458ES,2025-08,3,2,4,2
EI1803458ES,2025-09,4,3,4,4
EI1803458ES,2025-10,5,5,4,5
EI1803458ES,2025-11,5,3,2,3
EI1803458ES,2025-12,5,4,3,4
EI1803458ES,2026-01,3,3,5,2
EI1001913ES,2025-02,4,2,4,3
EI1001913ES,2025-03,4,2,3,4
EI1001913ES,2025-04,5,4,4,5
EI1001913ES,2025-05,3,5,4,3
EI1001913ES,2025-06,4,5,5,5
EI1001913ES,2025-07,3,5,5,5
EI1001913ES,2025-08,4,5,5,1
EI1001913ES,2025-09,4,4,4,4
EI1001913ES,2025-10,3,4,4,2
EI1001913ES,2025-11,2,3,2,4
EI1001913ES,2025-12,5,5,2,3
EI1001913ES,2026-01,4,3,4,4
EI9400697ES,2025-02,3,5,1,4
EI9400697ES,2025-03,5,4,2,3
EI9400697ES,2025-04,1,5,1,4
EI9400697ES,2025-05,4,4,4,4
EI9400697ES,2025-06,4,4,4,5
EI9400697ES,2025-07,4,4,4,3
EI9400697ES,2025-08,5,3,2,3
EI9400697ES,2025-09,1,3,4,4
EI9400697ES,2025-10,5,4,3,5
EI9400697ES,2025-11,3,2,4,4
EI9400697ES,2025-12,5,5,3,5
EI9400697ES,2026-01,2,5,3,2
EI9700025ES,2025-02,2,5,3,4
EI9700025ES,2025-03,4,2,4,5
EI9700025ES,2025-04,4,3,4,5
EI9700025ES,2025-05,4,4,3,4
EI9700025ES,2025-06,1,4,4,4
EI9700025ES,2025-07,4,2,3,3
EI9700025ES,2025-08,4,4,4,5
EI9700025ES,2025-09,3,4,3,3
EI9700025ES,2025-10,3,1,4,4
EI9700025ES,2025-11,3,5,4,5
EI9700025ES,2025-12,4,3,4,5
EI9700025ES,2026-01,5,4,2,5
EI2405133ES,2025-02,5,4,4,4
EI2405133ES,2025-03,4,4,5,3
EI2405133ES,2025-04,4,4,2,4
EI2405133ES,2025-05,3,3,4,5
EI2405133ES,2025-06,4,3,4,4
EI2405133ES,2025-07,5,4,3,5
EI2405133ES,2025-08,3,4,4,5
EI2405133ES,2025-09,4,5,4,2
EI2405133ES,2025-10,4,3,4,5
EI2405133ES,2025-11,3,4,4,5
EI2405133ES,2025-12,4,1,5,3
EI2405133ES,2026-01,2,4,4,3
EI0601990ES,2025-02,2,4,5,3
EI0601990ES,2025-03,4,4,2,4
EI0601990ES,2025-04,2,5,4,5
EI0601990ES,2025-05,5,3,4,5
EI0601990ES,2025-06,2,4,5,4
EI0601990ES,2025-07,2,4,4,5
EI0601990ES,2025-08,2,2,4,5
EI0601990ES,2025-09,2,5,4,2
EI0601990ES,2025-10,5,3,2,2
EI0601990ES,2025-11,4,5,3,4
EI0601990ES,2025-12,4,3,3,4
EI0601990ES,2026-01,3,3,1,5
EI9202786ES,2025-02,1,5,1,4
EI9202786ES,2025-03,5,5,5,3
EI9202786ES,2025-04,3,2,5,3
EI9202786ES,2025-05,5,5,5,5
EI9202786ES,2025-06,5,4,5,2
EI9202786ES,2025-07,4,4,2,3
EI9202786ES,2025-08,4,5,5,5
EI9202786ES,2025-09,3,4,5,4
EI9202786ES,2025-10,3,2,5,4
EI9202786ES,2025-11,4,4,5,4
EI9202786ES,2025-12,3,4,3,5
EI9202786ES,2026-01,2,2,2,5
EI1703279ES,2025-02,5,3,4,3
EI1703279ES,2025-03,2,4,3,4
EI1703279ES,2025-04,4,4,5,2
EI1703279ES,2025-05,2,5,4,3
EI1703279ES,2025-06,5,4,3,4
EI1703279ES,2025-07,4,4,4,3
EI1703279ES,2025-08,1,3,5,5
EI1703279ES,2025-09,4,5,3,4
EI1703279ES,2025-10,5,4,5,2
EI1703279ES,2025-11,5,4,3,2
EI1703279ES,2025-12,5,5,2,2
EI1703279ES,2026-01,3,4,2,5
EI0606397ES,2025-02,4,3,2,3
EI0606397ES,2025-03,4,5,5,5
EI0606397ES,2025-04,3,3,3,4
EI0606397ES,2025-05,3,4,4,5
EI0606397ES,2025-06,3,1,3,1
EI0606397ES,2025-07,5,4,2,4
EI0606397ES,2025-08,4,3,2,5
EI0606397ES,2025-09,4,2,4,3
EI0606397ES,2025-10,1,4,4,5
EI0606397ES,2025-11,4,2,4,4
EI0606397ES,2025-12,3,2,4,1
EI0606397ES,2026-01,4,5,3,3
EI9404733ES,2025-02,3,4,2,5
EI9404733ES,2025-03,5,4,5,1
EI9404733ES,2025-04,3,4,5,3
EI9404733ES,2025-05,4,5,4,2
EI9404733ES,2025-06,4,4,5,4
EI9404733ES,2025-07,4,3,4,3
EI9404733ES,2025-08,3,4,3,5
EI9404733ES,2025-09,5,5,4,4
EI9404733ES,2025-10,4,3,2,4
EI9404733ES,2025-11,1,5,4,4
EI9404733ES,2025-12,4,5,3,3
EI9404733ES,2026-01,4,5,3,4
EI9302248ES,2025-02,4,2,2,1
EI9302248ES,2025-03,2,4,4,5
EI9302248ES,2025-04,1,4,4,5
EI9302248ES,2025-05,5,4,5,5
EI9302248ES,2025-06,2,2,5,3
EI9302248ES,2025-07,3,3,4,5
EI9302248ES,2025-08,2,2,5,5
EI9302248ES,2025-09,3,3,5,4
EI9302248ES,2025-10,5,5,2,3
EI9302248ES,2025-11,1,5,3,4
EI9302248ES,2025-12,4,4,5,4
EI9302248ES,2026-01,5,2,5,4
EI2501380ES,2025-02,3,2,2,3
EI2501380ES,2025-03,4,4,4,3
EI2501380ES,2025-04,1,3,5,4
EI2501380ES,2025-05,4,4,4,2
EI2501380ES,2025-06,4,2,4,5
EI2501380ES,2025-07,4,4,4,3
EI2501380ES,2025-08,4,4,5,4
EI2501380ES,2025-09,4,5,3,4
EI2501380ES,2025-10,4,5,3,3
EI2501380ES,2025-11,4,5,4,5
EI2501380ES,2025-12,5,5,5,4
EI2501380ES,2026-01,5,4,4,3
EI1303509ES,2025-02,2,5,1,5
EI1303509ES,2025-03,3,5,3,5
EI1303509ES,2025-04,4,4,4,3
EI1303509ES,2025-05,4,4,4,5
EI1303509ES,2025-06,3,4,5,4
EI1303509ES,2025-07,1,3,4,3
EI1303509ES,2025-08,5,3,3,5
EI1303509ES,2025-09,4,3,4,4
EI1303509ES,2025-10,3,5,3,5
EI1303509ES,2025-11,5,5,5,4
EI1303509ES,2025-12,5,4,4,4
EI1303509ES,2026-01,1,4,2,4
EI9800022ES,2025-02,5,5,1,3
EI9800022ES,2025-03,4,4,5,2
EI9800022ES,2025-04,3,4,2,3
EI9800022ES,2025-05,5,3,4,4
EI9800022ES,2025-06,4,2,3,4
EI9800022ES,2025-07,4,5,5,4
EI9800022ES,2025-08,4,5,3,5
EI9800022ES,2025-09,2,4,2,2
EI9800022ES,2025-10,5,4,2,4
EI9800022ES,2025-11,4,5,3,4
EI9800022ES,2025-12,4,5,2,4
EI9800022ES,2026-01,4,3,5,3
EI0405273ES,2025-02,4,5,5,2
EI0405273ES,2025-03,2,4,4,3
EI0405273ES,2025-04,4,3,5,5
EI0405273ES,2025-05,5,3,4,4
EI0405273ES,2025-06,2,5,5,2
EI0405273ES,2025-07,5,5,3,4
EI0405273ES,2025-08,4,3,4,2
EI0405273ES,2025-09,5,4,3,5
EI0405273ES,2025-10,5,4,5,1
EI0405273ES,2025-11,4,4,5,3
EI0405273ES,2025-12,5,3,5,5
EI0405273ES,2026-01,3,3,2,2
EI9103289ES,2025-02,5,3,3,5
EI9103289ES,2025-03,4,4,3,5
EI9103289ES,2025-04,5,5,3,2
EI9103289ES,2025-05,1,5,1,3
EI9103289ES,2025-06,4,3,5,4
EI9103289ES,2025-07,5,2,1,4
EI9103289ES,2025-08,3,5,2,4
EI9103289ES,2025-09,2,5,4,4
EI9103289ES,2025-10,5,4,5,4
EI9103289ES,2025-11,1,4,4,4
EI9103289ES,2025-12,3,4,5,4
EI9103289ES,2026-01,5,1,3,4
EI1205701ES,2025-02,4,4,4,4
