numero_empleado,cbi_item_1,cbi_item_2,cbi_item_3,cbi_item_4,cbi_item_5,cbi_item_6,cbi_item_7,cbi_item_8,cbi_item_9,cbi_item_10,cbi_item_11,cbi_item_12,cbi_item_13,cbi_item_14,cbi_item_15,cbi_item_16,cbi_item_17,cbi_item_18,cbi_item_19,timestamp_respuesta
EI9301483ES,A veces,Siempre,A veces,A veces,A menudo,A veces,Nunca,A menudo,A veces,A veces,A menudo,A veces,A veces,A veces,A menudo,A veces,A veces,Raramente,A menudo,2026-04-17 08:23:19
EI0103238ES,A veces,Siempre,Raramente,Siempre,Siempre,Nunca,Nunca,Nunca,Siempre,A menudo,Siempre,Raramente,Siempre,A veces,Siempre,A menudo,Raramente,Nunca,Raramente,2026-09-06 20:18:57
EI2400329ES,Siempre,Nunca,A menudo,A menudo,Siempre,Nunca,A veces,Raramente,A veces,Nunca,Raramente,A veces,A menudo,A veces,Siempre,Siempre,Raramente,A veces,A veces,2026-05-19 01:56:17
EI9600649ES,A veces,Nunca,Raramente,Nunca,Nunca,A menudo,A menudo,Raramente,Siempre,A veces,A menudo,A menudo,Raramente,Siempre,Raramente,A menudo,A menudo,A veces,Raramente,2026-07-18 02:20:30
EI2202946ES,Siempre,Siempre,A menudo,Nunca,A menudo,A menudo,A menudo,A veces,A veces,A menudo,A veces,Raramente,Raramente,A menudo,A veces,A veces,A veces,Siempre,A veces,2026-04-15 18:44:20
EI0603379ES,A menudo,A veces,Raramente,A veces,Nunca,A menudo,A veces,Raramente,Raramente,Nunca,A menudo,Siempre,Nunca,A veces,A menudo,A menudo,A veces,A menudo,A menudo,2026-07-31 17:54:39
EI9701124ES,Siempre,A menudo,A veces,Raramente,A menudo,A veces,A menudo,A veces,Nunca,A veces,A menudo,A veces,A menudo,A veces,Nunca,Raramente,Siempre,A veces,A veces,2026-06-04 18:57:45
EI1503838ES,A veces,A veces,A veces,Raramente,Nunca,A veces,Raramente,A veces,A veces,A veces,Raramente,Raramente,Raramente,A veces,Nunca,A veces,A menudo,Siempre,A menudo,2026-06-17 18:03:01
EI1102789ES,A menudo,Raramente,A veces,Nunca,Nunca,A veces,Raramente,Nunca,Raramente,A menudo,A veces,Raramente,Raramente,Siempre,A menudo,Siempre,Siempre,A menudo,Siempre,2026-09-14 08:54:21
EI0404073ES,A menudo,Nunca,A veces,A veces,Nunca,A menudo,A menudo,A veces,Raramente,Raramente,A menudo,A veces,Nunca,A veces,A veces,Siempre,Raramente,A menudo,A veces,2026-01-27 09:39:59
EI2203405ES,Raramente,A veces,Siempre,A veces,A veces,A menudo,A veces,A veces,A menudo,A menudo,A veces,A menudo,A menudo,A veces,A menudo,A menudo,A veces,A veces,Nunca,2026-06-18 11:56:13
EI0004621ES,A menudo,A menudo,Raramente,A veces,Raramente,A veces,Nunca,A menudo,Raramente,Siempre,Siempre,A veces,A veces,A menudo,Raramente,A veces,Raramente,A veces,A veces,2026-10-27 14:01:08
EI2606567ES,A veces,A veces,Siempre,Siempre,Nunca,Siempre,A menudo,Nunca,A veces,A veces,A menudo,A veces,Siempre,A veces,Nunca,Nunca,A veces,A veces,Siempre,2026-12-18 11:51:10
EI1505860ES,A veces,A menudo,Siempre,A veces,A menudo,Raramente,A menudo,A menudo,Siempre,Nunca,Raramente,Raramente,A veces,Nunca,Siempre,Siempre,A veces,A veces,A veces,2026-12-12 16:21:37
EI1301260ES,Siempre,Nunca,A veces,Raramente,A veces,Siempre,Siempre,A menudo,Nunca,A menudo,A veces,A menudo,Raramente,Nunca,A veces,Raramente,A veces,Siempre,A veces,2026-12-06 14:32:29
EI9704140ES,Raramente,Raramente,Raramente,Raramente,Raramente,A menudo,A menudo,Siempre,A menudo,A menudo,A menudo,A veces,A menudo,Raramente,Raramente,A veces,A menudo,Nunca,Raramente,2026-11-30 13:32:17
EI9705832ES,Siempre,A veces,Siempre,Raramente,A menudo,Siempre,A menudo,A veces,A veces,Raramente,A veces,A menudo,A menudo,A menudo,A veces,A menudo,Raramente,Raramente,Raramente,2026-08-24 18:17:32
EI1506684ES,A veces,A menudo,Nunca,Siempre,Raramente,Raramente,Siempre,A menudo,A veces,Raramente,A veces,A veces,A veces,Raramente,A menudo,A veces,A veces,A veces,A menudo,2026-07-17 20:26:52
EI1001520ES,A veces,A menudo,Nunca,A veces,Siempre,A menudo,Siempre,Raramente,A veces,A veces,A veces,A menudo,A menudo,A veces,A menudo,Raramente,A menudo,Raramente,A menudo,2026-12-13 00:04:39
EI0801379ES,A veces,Siempre,A veces,Siempre,A veces,Siempre,A veces,A menudo,A veces,Raramente,Siempre,A menudo,A veces,Nunca,A veces,A menudo,Raramente,Raramente,A veces,2026-01-28 12:50:10
EI9605107ES,A veces,Raramente,A veces,A menudo,Siempre,A veces,A menudo,Raramente,A menudo,A menudo,Raramente,Raramente,A veces,A veces,Raramente,Nunca,A menudo,A menudo,Siempre,2026-06-22 02:26:35
EI9201024ES,A menudo,A veces,Raramente,Nunca,A menudo,Nunca,Siempre,A menudo,A menudo,A menudo,Siempre,A veces,A veces,A menudo,A veces,A veces,A menudo,A menudo,A menudo,2026-03-09 14:24:11
EI2204051ES,Siempre,A menudo,A menudo,A veces,A menudo,Nunca,Raramente,A menudo,Siempre,A veces,A veces,A veces,A menudo,A menudo,A menudo,A menudo,Raramente,Siempre,Nunca,2026-11-23 17:26:20
EI2602919ES,Raramente,A veces,A veces,Raramente,Raramente,A menudo,A veces,Raramente,Siempre,A menudo,Raramente,Raramente,A veces,A menudo,A veces,A veces,A veces,A veces,A menudo,2026-11-30 15:27:00
EI2405166ES,A veces,Raramente,Nunca,Siempre,A menudo,Raramente,A menudo,A menudo,Raramente,A menudo,A menudo,A menudo,Siempre,A menudo,Nunca,Raramente,A menudo,Raramente,Raramente,2026-05-14 23:16:14
EI2006129ES,Raramente,Siempre,Nunca,A veces,Raramente,Siempre,Raramente,Siempre,Raramente,A menudo,Nunca,A menudo,Siempre,Raramente,Siempre,A veces,A veces,Siempre,A veces,2026-05-11 21:54:20
EI2003291ES,Raramente,Raramente,Nunca,A veces,Raramente,Siempre,A menudo,Nunca,A veces,Siempre,Raramente,A menudo,Raramente,A menudo,A menudo,A veces,Raramente,A veces,Nunca,2026-05-16 07:49:18
EI9400913ES,Raramente,Raramente,A menudo,Siempre,A veces,A veces,A menudo,A menudo,Siempre,Raramente,A veces,A veces,Raramente,A menudo,A menudo,Siempre,A menudo,Raramente,Nunca,2026-08-01 08:09:45
EI1502858ES,A veces,Nunca,A menudo,A menudo,A menudo,A menudo,Raramente,A menudo,A veces,A veces,A menudo,A veces,A menudo,A veces,A veces,A veces,A menudo,A veces,A menudo,2026-03-26 16:59:56
EI9006494ES,A menudo,A menudo,A menudo,Siempre,A menudo,Raramente,A menudo,A menudo,A menudo,A veces,Siempre,A veces,A menudo,A veces,A veces,A menudo,Siempre,A veces,Raramente,2026-01-19 13:23:07
EI0701676ES,Raramente,A menudo,A veces,A veces,A veces,Nunca,Raramente,Siempre,Raramente,A menudo,Raramente,A veces,Siempre,Siempre,A menudo,Siempre,Raramente,A veces,A veces,2026-07-30 03:54:33
EI0401747ES,A veces,A menudo,A menudo,Nunca,Siempre,Siempre,Raramente,A menudo,Siempre,A veces,A menudo,A veces,A veces,A menudo,A veces,A veces,A veces,A menudo,A menudo,2026-05-11 15:48:56
EI2403027ES,A menudo,A menudo,A menudo,Raramente,A veces,A menudo,A menudo,Raramente,A veces,Nunca,A menudo,Raramente,A veces,Siempre,Raramente,A menudo,Raramente,A veces,A veces,2026-07-01 07:01:21
EI9504089ES,Raramente,A menudo,A veces,Nunca,Nunca,A veces,Siempre,A menudo,A veces,A veces,Siempre,A veces,Raramente,Raramente,A veces,A menudo,Raramente,A menudo,A menudo,2026-05-09 09:13:06
EI0501737ES,Raramente,A veces,Raramente,Raramente,A menudo,A veces,Siempre,Siempre,Nunca,Raramente,Siempre,Raramente,Siempre,Nunca,A veces,A veces,A veces,A veces,A menudo,2026-04-01 01:32:25
EI0501630ES,A veces,A veces,Raramente,Raramente,A veces,Nunca,Siempre,Raramente,Siempre,A menudo,A menudo,Siempre,A veces,A veces,Nunca,A veces,A veces,A veces,A veces,2026-02-01 10:37:31
EI1106148ES,Siempre,Raramente,Raramente,A veces,Nunca,Raramente,Raramente,A veces,Siempre,Siempre,Raramente,Siempre,A veces,A veces,A veces,Raramente,A menudo,A menudo,A veces,2026-03-19 03:11:45
EI0400431ES,A menudo,Siempre,Siempre,A veces,Raramente,A veces,A veces,A menudo,Nunca,Siempre,Raramente,A veces,Raramente,Raramente,Nunca,Raramente,A menudo,A menudo,A menudo,2026-12-17 18:34:20
EI9001809ES,Raramente,A veces,Siempre,A veces,Raramente,A menudo,Siempre,A veces,A veces,A veces,Raramente,A menudo,A menudo,Siempre,A menudo,A menudo,A menudo,Nunca,A veces,2026-08-09 16:07:54
EI9904448ES,Nunca,Raramente,Raramente,Raramente,Raramente,Raramente,A veces,Siempre,Raramente,Raramente,Raramente,A veces,Siempre,A menudo,A menudo,A menudo,Nunca,Siempre,Siempre,2026-05-09 16:35:57
EI1803300ES,A menudo,Raramente,A veces,A menudo,A menudo,A menudo,A menudo,A veces,Raramente,Raramente,A menudo,A veces,A menudo,A veces,Raramente,A menudo,Raramente,A veces,Nunca,2026-02-21 13:25:20
EI0706117ES,Siempre,Raramente,A veces,Siempre,Raramente,Nunca,A menudo,A veces,A menudo,Raramente,Nunca,A menudo,A veces,Raramente,A veces,A veces,Nunca,A veces,A menudo,2026-03-12 01:50:46
EI9304547ES,Raramente,Raramente,Siempre,Nunca,Nunca,Siempre,A menudo,Nunca,A menudo,Nunca,A menudo,Siempre,Raramente,A veces,A menudo,Siempre,Raramente,Siempre,A veces,2026-05-08 11:51:42
EI1900235ES,A menudo,Nunca,A menudo,Siempre,A veces,A veces,Raramente,A menudo,A menudo,Siempre,Siempre,A veces,A menudo,Nunca,A menudo,Raramente,A menudo,Siempre,A veces,2026-02-12 22:59:41
EI9804396ES,A veces,A menudo,A veces,Nunca,A menudo,Siempre,Siempre,Raramente,Raramente,Raramente,A menudo,Raramente,A menudo,A menudo,Raramente,Siempre,Nunca,Raramente,Siempre,2026-10-22 03:22:28
EI0402223ES,Nunca,A veces,Raramente,Raramente,A veces,A veces,A veces,Siempre,Raramente,A veces,A veces,A veces,A menudo,A veces,A veces,Nunca,A veces,A veces,A menudo,2026-10-20 19:12:44
EI1105548ES,Siempre,Siempre,Nunca,A menudo,A menudo,A veces,Siempre,A veces,A veces,A menudo,Siempre,A veces,Siempre,Nunca,A veces,Raramente,Nunca,Siempre,A veces,2026-06-27 23:56:06
EI0404725ES,A veces,Siempre,A veces,A veces,A menudo,A veces,A veces,A menudo,A veces,A veces,Raramente,A menudo,Nunca,Raramente,A veces,Nunca,A menudo,A menudo,A menudo,2026-01-12 12:23:27
EI0705587ES,Siempre,A menudo,A veces,Raramente,A veces,Raramente,A menudo,A veces,A menudo,A veces,A menudo,A veces,A veces,Siempre,A menudo,Siempre,A menudo,A menudo,Raramente,2026-07-29 13:37:09
EI0704308ES,A menudo,Siempre,Raramente,A menudo,A veces,A veces,Siempre,A veces,A veces,A menudo,A veces,A veces,A menudo,A menudo,A menudo,A menudo,A menudo,A veces,A veces,2026-11-18 03:41:15
EI1706595ES,Raramente,A menudo,A veces,Raramente,A veces,A menudo,A veces,Nunca,Nunca,A menudo,Raramente,A menudo,A menudo,Raramente,Siempre,Nunca,Siempre,A menudo,A menudo,2026-05-01 08:08:53
EI9701949ES,A veces,A menudo,A veces,Raramente,Siempre,Raramente,A veces,Nunca,Raramente,A veces,Nunca,A menudo,Raramente,Siempre,A menudo,Nunca,A veces,Raramente,Nunca,2026-06-12 19:55:39
EI0506228ES,Nunca,Siempre,Nunca,A menudo,Raramente,Raramente,A menudo,A veces,A menudo,A menudo,Raramente,A menudo,A veces,Raramente,Nunca,A menudo,Raramente,A menudo,A menudo,2026-06-13 01:48:29
EI9706211ES,A veces,Nunca,Raramente,Siempre,A menudo,A menudo,Raramente,A menudo,A menudo,Siempre,A veces,Siempre,A veces,A veces,A veces,A veces,Nunca,A veces,Siempre,2026-10-06 03:11:20
EI2206890ES,A menudo,Siempre,Nunca,A menudo,Siempre,Raramente,A menudo,A veces,Raramente,Raramente,Nunca,A menudo,Raramente,Siempre,Siempre,A menudo,Raramente,A veces,A veces,2026-11-17 09:34:46
EI2606406ES,A menudo,Raramente,A menudo,A menudo,A veces,Nunca,Raramente,Raramente,A veces,A veces,A veces,Raramente,Raramente,A veces,Raramente,Raramente,A menudo,Siempre,A veces,2026-04-07 06:45:30
EI9101996ES,A menudo,A menudo,A veces,Siempre,A menudo,A veces,A veces,Siempre,A veces,A menudo,A veces,A veces,A menudo,A veces,Raramente,Siempre,A menudo,A menudo,A veces,2026-04-06 20:29:08
EI9702672ES,A menudo,Nunca,Raramente,Raramente,Siempre,A menudo,Raramente,A veces,A veces,A veces,A menudo,A menudo,A menudo,A menudo,Raramente,A veces,A menudo,A veces,Siempre,2026-09-14 17:19:23
EI1405825ES,Siempre,Raramente,Siempre,A menudo,A menudo,A veces,A veces,Siempre,A menudo,Raramente,Siempre,A veces,Nunca,A veces,A veces,A menudo,A veces,Siempre,A menudo,2026-08-05 14:57:18
EI9902225ES,A menudo,A veces,Raramente,Raramente,Raramente,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Raramente,A menudo,Raramente,Siempre,A menudo,A veces,Raramente,Nunca,2026-12-30 07:27:25
EI1101107ES,A veces,A veces,A menudo,A menudo,A veces,A veces,Raramente,Siempre,Siempre,A menudo,A veces,Raramente,A veces,A menudo,A menudo,A veces,Raramente,A menudo,Raramente,2026-04-06 17:50:21
EI1205769ES,Raramente,Siempre,Raramente,A veces,A menudo,A veces,Raramente,Nunca,Siempre,Raramente,A veces,A veces,Nunca,Nunca,A menudo,A veces,Siempre,Raramente,Siempre,2026-12-10 21:31:09
EI0900819ES,A veces,Nunca,A veces,A veces,A menudo,Nunca,Nunca,A menudo,A menudo,A menudo,A menudo,Siempre,A veces,A veces,Siempre,A veces,Raramente,A veces,A menudo,2026-12-21 01:44:01
EI1106597ES,Raramente,Raramente,A menudo,Raramente,A veces,A veces,Siempre,A menudo,A menudo,A veces,Siempre,A menudo,A veces,Raramente,Siempre,A veces,A veces,Siempre,Raramente,2026-05-23 04:41:29
EI0004059ES,Siempre,Raramente,A veces,A veces,Raramente,A menudo,A veces,Nunca,A menudo,A veces,A menudo,A menudo,Raramente,A menudo,A veces,A menudo,A veces,A veces,Raramente,2026-04-17 07:26:38
EI0805239ES,A menudo,A veces,A veces,A menudo,A veces,Raramente,A veces,A veces,Siempre,A veces,A menudo,A veces,A menudo,A veces,Raramente,Raramente,Raramente,A veces,Siempre,2026-10-08 03:29:15
EI9805660ES,A veces,A menudo,A veces,Raramente,Raramente,A menudo,A veces,Raramente,A menudo,Raramente,A veces,A menudo,A veces,A veces,Nunca,A veces,Nunca,Raramente,A veces,2026-01-01 14:38:38
EI1201698ES,A veces,Raramente,A veces,A menudo,A veces,A menudo,Nunca,A menudo,A veces,Nunca,A menudo,A veces,A menudo,Siempre,Raramente,Siempre,Siempre,A veces,A veces,2026-01-21 18:24:04
EI1003514ES,Siempre,A menudo,Raramente,Siempre,Raramente,A menudo,A veces,A veces,Nunca,Raramente,A veces,Raramente,A menudo,A veces,A menudo,Raramente,Raramente,Raramente,A veces,2026-11-12 02:49:07
EI2500137ES,Raramente,A veces,A veces,A veces,Raramente,Siempre,A veces,Siempre,A menudo,A menudo,A menudo,Raramente,A veces,Raramente,Nunca,A menudo,A menudo,A veces,Raramente,2026-09-09 01:34:24
EI0901643ES,Raramente,Siempre,A veces,Raramente,Raramente,Nunca,A menudo,A veces,Siempre,A menudo,Siempre,Raramente,Raramente,Siempre,Nunca,Raramente,A menudo,Siempre,A veces,2026-01-20 13:14:21
EI0905383ES,A veces,Nunca,Siempre,Siempre,Nunca,A veces,A menudo,A veces,A menudo,A veces,A menudo,Siempre,Raramente,A veces,A veces,Raramente,Nunca,Nunca,A veces,2026-03-19 04:37:14
EI1604021ES,Siempre,Siempre,Nunca,A veces,A veces,Raramente,A menudo,A veces,Raramente,Raramente,Siempre,Nunca,A veces,Nunca,A veces,A veces,Nunca,A veces,A menudo,2026-11-05 02:58:05
EI9806203ES,Raramente,A menudo,A menudo,A veces,Nunca,A menudo,Siempre,A veces,A menudo,A veces,A menudo,A veces,A menudo,A veces,A menudo,A veces,A menudo,Raramente,A menudo,2026-09-28 09:43:51
EI0701181ES,A veces,A veces,A veces,Nunca,A veces,Raramente,A menudo,Raramente,A menudo,Nunca,A menudo,A veces,Nunca,A menudo,Raramente,Nunca,Siempre,A menudo,Raramente,2026-06-28 16:42:58
EI2504387ES,Raramente,Raramente,Raramente,A menudo,Raramente,A veces,A menudo,A veces,Nunca,Siempre,Siempre,A menudo,A menudo,A veces,A menudo,A menudo,Raramente,A menudo,Nunca,2026-12-02 10:45:28
EI9700889ES,Raramente,A veces,A menudo,A menudo,Siempre,A veces,A veces,A veces,A menudo,A menudo,A veces,Nunca,Raramente,A veces,Siempre,A veces,Raramente,Nunca,Siempre,2026-10-25 14:47:51
EI9702988ES,Raramente,A menudo,A veces,A veces,A veces,Nunca,A veces,A menudo,Nunca,A menudo,A menudo,Siempre,Raramente,Siempre,A veces,Siempre,A menudo,Raramente,A veces,2026-07-05 22:30:20
EI2505036ES,A veces,Siempre,A menudo,A menudo,Raramente,A veces,Raramente,Raramente,Raramente,Raramente,A veces,Siempre,Siempre,A menudo,A menudo,Raramente,Nunca,Raramente,A veces,2026-11-03 00:45:43
EI2202438ES,Siempre,Raramente,Raramente,Raramente,A menudo,A veces,A veces,A menudo,A veces,A veces,A veces,A menudo,A menudo,A veces,A veces,A veces,Raramente,A menudo,A menudo,2026-06-20 04:49:53
EI1403536ES,A veces,Nunca,A veces,A veces,A veces,Siempre,A veces,A veces,A veces,Siempre,A veces,A veces,A veces,A veces,A veces,Siempre,A veces,Raramente,Siempre,2026-08-31 00:41:23
EI1403990ES,A veces,Raramente,Raramente,Raramente,Raramente,A menudo,A menudo,A menudo,A menudo,Raramente,A veces,A veces,Raramente,A menudo,Raramente,A veces,A veces,A menudo,A menudo,2026-12-27 06:33:37
EI0000818ES,Raramente,A veces,Raramente,Raramente,A menudo,Raramente,Raramente,Raramente,Raramente,A menudo,A veces,Nunca,A veces,Nunca,A veces,A veces,A menudo,A veces,Raramente,2026-06-29 22:26:35
EI0501112ES,A menudo,Nunca,A veces,Nunca,A veces,Raramente,Siempre,Nunca,A menudo,A menudo,A menudo,A menudo,Raramente,A veces,Raramente,A menudo,Raramente,Nunca,A menudo,2026-11-14 15:37:38
EI1304371ES,A menudo,A veces,Raramente,A veces,A veces,A veces,Nunca,A menudo,A veces,A menudo,Siempre,A menudo,Raramente,A menudo,A veces,Siempre,A veces,A menudo,A menudo,2026-02-18 04:06:59
EI1502342ES,Raramente,A veces,A veces,Nunca,A veces,Nunca,A veces,Raramente,Siempre,Nunca,A veces,A veces,A veces,A veces,Siempre,A menudo,Raramente,A veces,Siempre,2026-05-29 07:50:55
EI9603168ES,Raramente,A veces,A menudo,A menudo,Siempre,A veces,A menudo,Siempre,A menudo,Nunca,A veces,A menudo,A veces,Raramente,Raramente,A menudo,A veces,A menudo,A menudo,2026-06-12 18:20:34
EI0705157ES,Nunca,A veces,A veces,Raramente,Siempre,A veces,A menudo,Siempre,A veces,Siempre,A veces,A veces,Siempre,A veces,A veces,Raramente,Siempre,Siempre,Raramente,2026-04-10 01:37:45
EI1504754ES,Raramente,Raramente,Nunca,A veces,Siempre,A menudo,Siempre,Raramente,A veces,A menudo,Raramente,Siempre,Nunca,A menudo,Raramente,A menudo,Raramente,Nunca,A veces,2026-06-09 00:13:37
EI0405407ES,A veces,A veces,A veces,Raramente,A menudo,A veces,A menudo,Siempre,A menudo,A veces,A veces,A veces,A veces,A veces,Nunca,Nunca,A veces,A menudo,Siempre,2026-11-18 17:37:16
EI9203066ES,A veces,A menudo,A menudo,A veces,A menudo,A menudo,A menudo,A menudo,A veces,A veces,A menudo,Raramente,A menudo,A menudo,Nunca,A menudo,Raramente,Nunca,Siempre,2026-09-03 13:20:09
EI9201265ES,Raramente,A menudo,A menudo,Raramente,Raramente,A menudo,A veces,A veces,Raramente,A veces,Raramente,A menudo,A menudo,A veces,Nunca,Raramente,A menudo,Raramente,Nunca,2026-03-05 08:02:24
EI0500991ES,A veces,Siempre,A veces,Nunca,A veces,Nunca,Siempre,Raramente,A veces,A veces,Nunca,A menudo,Siempre,A veces,A menudo,A menudo,A menudo,A menudo,A menudo,2026-01-21 15:35:12
EI0101465ES,A veces,A veces,Siempre,Raramente,Raramente,Siempre,A veces,A menudo,A veces,Raramente,Raramente,Siempre,A menudo,A veces,Raramente,Nunca,A menudo,A veces,Raramente,2026-02-09 00:23:40
EI2301740ES,A menudo,A menudo,A veces,Raramente,Siempre,Siempre,Raramente,Siempre,Raramente,Nunca,Nunca,A veces,A menudo,Raramente,Nunca,Raramente,A menudo,Siempre,A veces,2026-11-01 05:34:32
EI9805031ES,A veces,Siempre,A veces,Siempre,A veces,Siempre,A veces,Siempre,Raramente,Raramente,Siempre,A veces,A veces,A menudo,Raramente,A veces,A menudo,A menudo,Siempre,2026-03-13 03:57:32
EI9604481ES,Raramente,A veces,A veces,A menudo,A menudo,A menudo,A menudo,Siempre,A veces,Siempre,Siempre,Raramente,A veces,Raramente,Raramente,Raramente,A menudo,Siempre,A veces,2026-07-25 20:00:58
EI9900354ES,A menudo,A veces,A menudo,Nunca,Raramente,A menudo,Siempre,Siempre,Nunca,Raramente,A menudo,Nunca,Raramente,Siempre,Raramente,Raramente,Siempre,Siempre,Siempre,2026-10-28 16:35:39
EI0105333ES,A menudo,Raramente,A veces,A veces,Raramente,Siempre,Siempre,Nunca,A menudo,Siempre,Raramente,Nunca,Siempre,A menudo,A menudo,Nunca,Siempre,A veces,Raramente,2026-05-28 12:20:53
EI9305352ES,A menudo,A veces,Raramente,A veces,Raramente,A veces,Raramente,Siempre,A menudo,A veces,A menudo,Siempre,Raramente,Nunca,A menudo,A menudo,Nunca,A menudo,Siempre,2026-04-13 16:44:40
EI0806639ES,A menudo,Raramente,Nunca,A menudo,Siempre,A veces,A veces,A veces,A veces,A veces,A veces,A veces,Raramente,Siempre,A veces,A veces,Siempre,Raramente,Raramente,2026-02-26 10:17:09
EI0701490ES,A menudo,Nunca,A veces,Siempre,Raramente,Raramente,A veces,Nunca,A menudo,Raramente,A menudo,Raramente,A veces,A veces,Nunca,A menudo,A menudo,A menudo,Nunca,2026-08-17 08:42:33
EI9704702ES,A veces,Raramente,Siempre,A menudo,A veces,Nunca,Siempre,A veces,Raramente,Siempre,Raramente,A veces,A menudo,Nunca,Siempre,A menudo,Raramente,Raramente,Raramente,2026-03-21 01:35:31
EI1004688ES,Nunca,A veces,Nunca,A veces,Raramente,A veces,A menudo,Siempre,A menudo,Raramente,Raramente,Raramente,A veces,Raramente,A veces,A veces,Siempre,A veces,Nunca,2026-05-26 08:57:01
EI0103131ES,A veces,A menudo,Raramente,A menudo,A veces,Siempre,Raramente,A veces,A veces,A veces,A menudo,A veces,Raramente,Nunca,A veces,A veces,Raramente,A menudo,A menudo,2026-02-12 22:11:40
EI9501229ES,A menudo,Nunca,A menudo,A menudo,A veces,Siempre,A veces,Nunca,A veces,Siempre,A menudo,A veces,Nunca,Nunca,A veces,Raramente,A veces,Siempre,A veces,2026-03-06 16:08:46
EI1504163ES,Siempre,A menudo,Siempre,A veces,Siempre,Raramente,Nunca,A menudo,Siempre,A menudo,A menudo,Siempre,Siempre,A menudo,Raramente,A menudo,A menudo,Raramente,A menudo,2026-05-25 09:03:45
EI2104946ES,A veces,A menudo,Siempre,A veces,A veces,A veces,Nunca,A menudo,Raramente,Siempre,A menudo,Siempre,A veces,A menudo,A menudo,A veces,A menudo,Nunca,A veces,2026-02-14 06:32:22
EI1403716ES,A menudo,A veces,A menudo,A menudo,A menudo,A menudo,Raramente,A menudo,Raramente,Raramente,A veces,A veces,A veces,Siempre,A menudo,Nunca,Raramente,A menudo,A veces,2026-07-31 15:28:23
