numero_empleado,mes,feedback,reconocimiento,apoyo_supervisor,apoyo_equipo
IE2002363,2025-11,5,4,4,5
IE2002363,2025-12,2,3,5,5
IE2002363,2026-01,5,3,4,3
IE2002363,2026-02,4,5,5,5
IE1201734,2025-03,4,2,4,5
IE1201734,2025-04,2,5,3,3
IE1201734,2025-05,5,5,4,1
IE1201734,2025-06,5,1,4,5
IE1201734,2025-07,1,3,5,4
IE1201734,2025-08,5,1,2,5
IE1201734,2025-09,4,5,2,4
IE1201734,2025-10,1,3,5,2
IE1201734,2025-11,3,3,5,5
IE1201734,2025-12,3,3,5,3
IE1201734,2026-01,3,5,4,5
IE1201734,2026-02,5,3,5,4
IE0204756,2025-03,5,3,2,4
IE0204756,2025-04,4,3,4,4
IE0204756,2025-05,3,5,4,5
IE0204756,2025-06,4,2,3,3
IE0204756,2025-07,5,2,5,4
IE0204756,2025-08,4,3,5,4
IE0204756,2025-09,5,5,5,4
IE0204756,2025-10,4,3,3,4
IE0204756,2025-11,4,5,1,3
IE0204756,2025-12,5,5,3,4
IE0204756,2026-01,5,4,5,4
IE0204756,2026-02,5,2,1,4
IE2205304,2025-03,4,4,5,5
IE2205304,2025-04,5,3,4,3
IE2205304,2025-05,4,4,3,3
IE2205304,2025-06,2,4,3,5
IE2205304,2025-07,4,4,3,2
IE2205304,2025-08,4,5,5,5
IE2205304,2025-09,5,5,4,4
IE2205304,2025-10,4,4,3,4
IE2205304,2025-11,4,1,4,4
IE2205304,2025-12,1,4,1,3
IE2205304,2026-01,3,4,5,4
IE2205304,2026-02,3,5,5,1
IE1600681,2025-03,5,5,3,4
IE1600681,2025-04,4,5,3,5
IE1600681,2025-05,4,1,5,5
IE1600681,2025-06,5,4,4,3
IE1600681,2025-07,1,4,1,5
IE1600681,2025-08,1,4,4,4
IE1600681,2025-09,5,4,5,3
IE1600681,2025-10,1,2,1,5
IE1600681,2025-11,5,3,1,4
IE1600681,2025-12,5,5,5,5
IE1600681,2026-01,5,1,4,2
IE1600681,2026-02,4,5,4,2
IE2505256,2025-03,4,5,5,4
IE2505256,2025-04,4,4,5,3
IE2505256,2025-05,5,3,5,4
IE2505256,2025-06,5,3,4,5
IE2505256,2025-07,2,1,4,1
IE2505256,2025-08,4,4,3,5
IE2505256,2025-09,5,4,4,3
IE2505256,2025-10,3,4,3,4
IE2505256,2025-11,3,4,3,3
IE2505256,2025-12,3,5,5,5
IE2505256,2026-01,3,4,4,4
IE2505256,2026-02,4,3,2,4
IE0000927,2025-03,4,4,5,4
IE0000927,2025-04,5,5,4,4
IE0000927,2025-05,4,4,4,4
IE0000927,2025-06,5,5,3,2
IE0000927,2025-07,4,3,4,5
IE0000927,2025-08,5,2,5,4
IE0000927,2025-09,4,4,4,3
IE0000927,2025-10,5,4,5,3
IE0000927,2025-11,3,2,3,4
IE0000927,2025-12,3,5,4,5
IE0000927,2026-01,2,2,3,4
IE0000927,2026-02,5,5,4,2
IE1704504,2025-03,4,5,4,4
IE1704504,2025-04,3,3,5,4
IE1704504,2025-05,3,5,4,4
IE1704504,2025-06,4,4,5,4
IE1704504,2025-07,5,4,5,5
IE1704504,2025-08,4,4,5,3
IE1704504,2025-09,5,5,5,3
IE1704504,2025-10,4,3,2,5
IE1704504,2025-11,4,5,5,5
IE1704504,2025-12,4,3,4,5
IE1704504,2026-01,4,5,3,5
IE1704504,2026-02,5,4,4,5
IE1803494,2025-03,5,5,1,5
IE1803494,2025-04,4,4,3,4
IE1803494,2025-05,4,4,4,3
IE1803494,2025-06,2,5,4,4
IE1803494,2025-07,4,5,5,4
IE1803494,2025-08,5,3,5,2
IE1803494,2025-09,3,4,5,5
IE1803494,2025-10,4,3,4,5
IE1803494,2025-11,3,2,4,3
IE1803494,2025-12,1,5,5,4
IE1803494,2026-01,3,5,2,5
IE1803494,2026-02,4,4,3,3
IE0002369,2025-03,2,3,4,2
IE0002369,2025-04,3,4,5,4
IE0002369,2025-05,5,4,4,3
IE0002369,2025-06,3,3,1,5
IE0002369,2025-07,3,5,5,1
IE0002369,2025-08,1,5,4,3
IE0002369,2025-09,5,5,3,4
IE0002369,2025-10,2,3,3,5
IE0002369,2025-11,5,5,4,5
IE0002369,2025-12,4,3,5,5
IE0002369,2026-01,2,5,3,5
IE0002369,2026-02,4,2,2,3
IE9400873,2025-03,4,4,4,2
IE9400873,2025-04,4,4,5,5
IE9400873,2025-05,5,2,4,5
IE9400873,2025-06,5,3,5,3
IE9400873,2025-07,4,4,4,4
IE9400873,2025-08,4,4,5,3
IE9400873,2025-09,5,4,4,5
IE9400873,2025-10,4,3,3,3
IE9400873,2025-11,3,5,4,5
IE9400873,2025-12,5,5,4,4
IE9400873,2026-01,3,4,5,1
IE9400873,2026-02,4,4,5,5
IE2402112,2025-03,4,1,4,3
IE2402112,2025-04,2,5,2,4
IE2402112,2025-05,3,2,4,5
IE2402112,2025-06,4,5,5,4
IE2402112,2025-07,3,4,2,5
IE2402112,2025-08,4,5,4,3
IE2402112,2025-09,5,2,5,1
IE2402112,2025-10,4,2,5,5
IE2402112,2025-11,4,5,4,4
IE2402112,2025-12,3,3,4,4
IE2402112,2026-01,4,4,4,4
IE2402112,2026-02,4,5,4,4
IE0001617,2025-03,3,4,3,3
IE0001617,2025-04,3,4,5,5
IE0001617,2025-05,5,4,5,5
IE0001617,2025-06,4,4,3,4
IE0001617,2025-07,1,4,5,5
IE0001617,2025-08,5,4,5,4
IE0001617,2025-09,5,3,4,4
IE0001617,2025-10,2,3,4,3
IE0001617,2025-11,4,5,4,5
IE0001617,2025-12,2,4,5,2
IE0001617,2026-01,4,3,4,4
IE0001617,2026-02,2,3,1,4
IE1603129,2025-03,5,3,5,4
IE1603129,2025-04,4,1,3,5
IE1603129,2025-05,2,5,3,4
IE1603129,2025-06,4,5,5,5
IE1603129,2025-07,3,4,5,4
IE1603129,2025-08,5,5,4,5
IE1603129,2025-09,2,4,4,2
IE1603129,2025-10,1,4,4,2
IE1603129,2025-11,3,5,5,2
IE1603129,2025-12,5,4,5,4
IE1603129,2026-01,5,4,2,4
IE1603129,2026-02,3,5,1,4
IE9404404,2025-03,4,4,4,4
IE9404404,2025-04,4,2,4,4
IE9404404,2025-05,3,2,3,2
IE9404404,2025-06,5,5,3,4
IE9404404,2025-07,4,1,4,5
IE9404404,2025-08,4,4,3,5
IE9404404,2025-09,4,5,4,2
IE9404404,2025-10,5,5,4,4
IE9404404,2025-11,3,5,4,3
IE9404404,2025-12,4,5,3,3
IE9404404,2026-01,4,3,3,3
IE9404404,2026-02,4,2,3,5
IE2304136,2025-03,5,3,3,4
IE2304136,2025-04,4,3,5,2
IE2304136,2025-05,5,5,3,5
IE2304136,2025-06,4,2,3,5
IE2304136,2025-07,5,5,4,4
IE2304136,2025-08,4,5,4,4
IE2304136,2025-09,2,5,5,1
IE2304136,2025-10,3,3,5,5
IE2304136,2025-11,4,4,3,2
IE2304136,2025-12,3,2,4,1
IE2304136,2026-01,5,4,5,4
IE2304136,2026-02,4,4,4,5
IE9603622,2025-03,3,5,4,3
IE9603622,2025-04,4,3,5,3
IE9603622,2025-05,3,4,2,5
IE9603622,2025-06,5,4,4,5
IE9603622,2025-07,4,4,3,4
IE9603622,2025-08,2,5,4,4
IE9603622,2025-09,5,2,4,1
IE9603622,2025-10,4,4,4,5
IE9603622,2025-11,4,3,3,4
IE9603622,2025-12,4,5,1,5
IE9603622,2026-01,4,5,5,4
IE9603622,2026-02,3,5,3,4
IE9502244,2025-03,5,5,4,3
IE9502244,2025-04,1,3,4,3
IE9502244,2025-05,5,5,3,4
IE9502244,2025-06,2,2,4,5
IE9502244,2025-07,4,5,3,4
IE9502244,2025-08,2,4,3,4
IE9502244,2025-09,4,5,1,5
IE9502244,2025-10,3,5,5,5
IE9502244,2025-11,4,3,3,3
IE9502244,2025-12,5,5,5,3
IE9502244,2026-01,5,4,1,5
IE9502244,2026-02,4,4,4,5
IE0500847,2025-03,4,4,5,4
IE0500847,2025-04,4,5,3,1
IE0500847,2025-05,4,4,5,2
IE0500847,2025-06,1,2,4,4
IE0500847,2025-07,4,4,4,2
IE0500847,2025-08,4,5,1,4
IE0500847,2025-09,5,3,5,4
IE0500847,2025-10,4,5,1,4
IE0500847,2025-11,4,4,5,4
IE0500847,2025-12,5,5,4,4
IE0500847,2026-01,5,5,4,1
IE0500847,2026-02,3,4,5,4
IE0904291,2025-03,5,2,3,5
IE0904291,2025-04,3,5,3,5
IE0904291,2025-05,3,5,5,4
IE0904291,2025-06,4,4,3,3
IE0904291,2025-07,5,3,2,3
IE0904291,2025-08,4,5,5,5
IE0904291,2025-09,5,5,5,5
IE0904291,2025-10,5,4,5,5
IE0904291,2025-11,3,5,4,5
IE0904291,2025-12,4,1,3,4
IE0904291,2026-01,5,1,3,4
IE0904291,2026-02,5,5,5,5
IE0300504,2025-03,4,4,3,5
IE0300504,2025-04,4,5,4,4
IE0300504,2025-05,5,2,5,3
IE0300504,2025-06,3,4,5,1
IE0300504,2025-07,4,2,3,5
IE0300504,2025-08,5,4,3,5
IE0300504,2025-09,2,2,4,4
IE0300504,2025-10,3,2,5,5
IE0300504,2025-11,1,4,4,4
IE0300504,2025-12,2,3,2,5
IE0300504,2026-01,5,3,3,5
IE0300504,2026-02,4,3,1,1
IE0105346,2025-03,2,5,4,5
IE0105346,2025-04,3,3,1,5
IE0105346,2025-05,5,5,4,5
IE0105346,2025-06,3,4,5,4
IE0105346,2025-07,5,4,4,1
IE0105346,2025-08,4,5,3,3
IE0105346,2025-09,3,4,5,2
IE0105346,2025-10,5,4,5,3
IE0105346,2025-11,5,3,3,4
IE0105346,2025-12,4,3,5,3
IE0105346,2026-01,5,4,3,4
IE0105346,2026-02,5,5,3,3
IE0704399,2025-03,2,2,3,5
IE0704399,2025-04,4,5,1,5
IE0704399,2025-05,4,3,3,3
IE0704399,2025-06,3,3,5,5
IE0704399,2025-07,4,5,4,4
IE0704399,2025-08,4,4,5,4
IE0704399,2025-09,4,4,4,2
IE0704399,2025-10,2,5,2,2
IE0704399,2025-11,4,1,4,5
IE0704399,2025-12,2,4,5,5
IE0704399,2026-01,3,3,3,2
IE0704399,2026-02,4,3,3,3
IE1901550,2025-03,3,4,4,4
IE1901550,2025-04,4,2,5,4
IE1901550,2025-05,5,4,5,4
IE1901550,2025-06,3,3,3,3
IE1901550,2025-07,4,4,5,3
IE1901550,2025-08,5,4,2,4
IE1901550,2025-09,4,1,4,5
IE1901550,2025-10,4,3,3,3
IE1901550,2025-11,3,1,2,4
IE1901550,2025-12,4,5,4,3
IE1901550,2026-01,4,4,5,1
IE1901550,2026-02,5,5,4,2
IE0700959,2025-03,4,5,3,5
IE0700959,2025-04,5,5,5,3
IE0700959,2025-05,4,4,5,5
IE0700959,2025-06,5,4,3,5
IE0700959,2025-07,4,3,5,2
IE0700959,2025-08,5,5,5,4
IE0700959,2025-09,2,3,4,4
IE0700959,2025-10,4,5,3,4
IE0700959,2025-11,2,4,4,4
IE0700959,2025-12,2,2,3,5
IE0700959,2026-01,5,4,2,3
IE0700959,2026-02,3,2,3,5
IE1303823,2025-03,3,5,5,4
IE1303823,2025-04,3,5,4,5
IE1303823,2025-05,2,5,4,4
IE1303823,2025-06,5,4,5,3
IE1303823,2025-07,2,2,5,4
IE1303823,2025-08,2,5,3,4
IE1303823,2025-09,4,5,3,4
IE1303823,2025-10,5,3,4,4
IE1303823,2025-11,4,3,4,5
IE1303823,2025-12,3,5,4,4
IE1303823,2026-01,5,4,5,4
IE1303823,2026-02,5,4,4,4
IE0502096,2025-03,5,3,4,5
IE0502096,2025-04,1,5,4,4
IE0502096,2025-05,4,4,5,4
IE0502096,2025-06,2,5,3,3
IE0502096,2025-07,2,4,4,4
IE0502096,2025-08,3,4,4,5
IE0502096,2025-09,4,5,5,4
IE0502096,2025-10,4,4,5,4
IE0502096,2025-11,3,4,4,5
IE0502096,2025-12,5,3,3,4
IE0502096,2026-01,4,1,1,4
IE0502096,2026-02,3,3,5,4
IE0403564,2025-03,3,5,5,5
IE0403564,2025-04,4,4,2,3
IE0403564,2025-05,3,3,2,4
IE0403564,2025-06,3,4,5,5
IE0403564,2025-07,4,5,4,4
IE0403564,2025-08,5,2,3,1
IE0403564,2025-09,4,4,2,3
IE0403564,2025-10,3,3,5,4
IE0403564,2025-11,5,3,4,4
IE0403564,2025-12,2,4,4,1
IE0403564,2026-01,3,4,5,4
IE0403564,2026-02,4,5,3,4
IE1501869,2025-03,4,4,4,5
IE1501869,2025-04,3,4,4,5
IE1501869,2025-05,4,5,5,2
IE1501869,2025-06,5,5,4,5
IE1501869,2025-07,2,5,4,3
IE1501869,2025-08,4,5,5,4
IE1501869,2025-09,3,2,4,4
IE1501869,2025-10,4,4,3,4
IE1501869,2025-11,3,3,5,5
IE1501869,2025-12,3,5,5,3
IE1501869,2026-01,2,3,4,3
IE1501869,2026-02,5,3,4,5
IE1003248,2025-03,1,4,3,4
IE1003248,2025-04,5,4,1,4
IE1003248,2025-05,4,4,3,3
IE1003248,2025-06,4,5,4,4
IE1003248,2025-07,5,5,4,5
IE1003248,2025-08,5,5,3,4
IE1003248,2025-09,4,3,5,5
IE1003248,2025-10,4,5,4,1
IE1003248,2025-11,5,5,5,3
IE1003248,2025-12,5,4,3,5
IE1003248,2026-01,4,3,4,4
IE1003248,2026-02,4,5,4,5
IE0601227,2025-03,3,4,4,5
IE0601227,2025-04,4,5,5,5
IE0601227,2025-05,4,3,1,4
IE0601227,2025-06,3,5,5,5
IE0601227,2025-07,3,4,5,5
IE0601227,2025-08,5,4,3,5
IE0601227,2025-09,4,4,1,5
IE0601227,2025-10,5,4,2,4
IE0601227,2025-11,5,5,4,5
IE0601227,2025-12,3,5,5,4
IE0601227,2026-01,2,5,4,4
IE0601227,2026-02,5,3,3,2
IE9103456,2025-03,4,4,5,3
IE9103456,2025-04,3,5,3,4
IE9103456,2025-05,2,4,4,5
IE9103456,2025-06,3,4,4,4
IE9103456,2025-07,5,5,5,3
IE9103456,2025-08,3,1,4,4
IE9103456,2025-09,2,1,4,3
IE9103456,2025-10,4,3,5,4
IE9103456,2025-11,3,5,3,3
IE9103456,2025-12,5,4,5,5
IE9103456,2026-01,5,4,4,1
IE9103456,2026-02,3,4,5,5
IE0501651,2025-03,5,4,5,4
IE0501651,2025-04,4,1,4,4
IE0501651,2025-05,3,3,3,2
IE0501651,2025-06,1,5,4,5
IE0501651,2025-07,5,3,3,5
IE0501651,2025-08,4,5,4,5
IE0501651,2025-09,4,4,5,5
IE0501651,2025-10,5,4,3,1
IE0501651,2025-11,3,2,4,5
IE0501651,2025-12,5,3,2,5
IE0501651,2026-01,5,2,4,4
IE0501651,2026-02,5,2,2,4
IE9905189,2025-03,4,5,3,5
IE9905189,2025-04,4,4,5,5
IE9905189,2025-05,4,4,4,5
IE9905189,2025-06,3,5,5,3
IE9905189,2025-07,4,3,3,4
IE9905189,2025-08,4,5,3,2
IE9905189,2025-09,4,3,5,4
IE9905189,2025-10,4,5,5,3
IE9905189,2025-11,4,5,3,4
IE9905189,2025-12,2,4,4,4
IE9905189,2026-01,4,5,5,1
IE9905189,2026-02,3,5,4,4
IE0501460,2025-03,4,2,2,3
IE0501460,2025-04,5,4,4,4
IE0501460,2025-05,4,5,5,2
IE0501460,2025-06,2,4,4,2
IE0501460,2025-07,5,5,4,5
IE0501460,2025-08,4,5,5,3
IE0501460,2025-09,4,2,5,2
IE0501460,2025-10,4,4,2,3
IE0501460,2025-11,3,5,4,2
IE0501460,2025-12,5,5,5,5
IE0501460,2026-01,2,4,1,4
IE0501460,2026-02,1,3,3,3
IE9805130,2025-03,4,4,4,5
IE9805130,2025-04,4,4,4,3
IE9805130,2025-05,4,3,3,1
IE9805130,2025-06,4,3,2,5
IE9805130,2025-07,4,3,3,3
IE9805130,2025-08,5,4,4,3
IE9805130,2025-09,4,4,3,4
IE9805130,2025-10,4,3,1,5
IE9805130,2025-11,3,3,5,4
IE9805130,2025-12,5,4,2,4
IE9805130,2026-01,2,5,3,1
IE9805130,2026-02,4,3,5,4
IE2401064,2025-03,5,3,1,4
IE2401064,2025-04,5,4,1,3
IE2401064,2025-05,2,4,5,4
IE2401064,2025-06,4,4,5,5
IE2401064,2025-07,5,1,5,5
IE2401064,2025-08,5,4,4,3
IE2401064,2025-09,4,1,4,3
IE2401064,2025-10,3,4,5,4
IE2401064,2025-11,5,4,4,3
IE2401064,2025-12,4,4,4,5
IE2401064,2026-01,4,4,5,4
IE2401064,2026-02,2,4,4,4
IE2104468,2025-03,2,4,3,1
IE2104468,2025-04,4,2,4,5
IE2104468,2025-05,2,4,5,4
IE2104468,2025-06,2,5,4,4
IE2104468,2025-07,5,4,4,4
IE2104468,2025-08,3,3,4,5
IE2104468,2025-09,3,5,4,4
IE2104468,2025-10,5,2,3,2
IE2104468,2025-11,5,3,5,5
IE2104468,2025-12,3,3,2,4
IE2104468,2026-01,4,5,3,1
IE2104468,2026-02,3,3,4,5
IE1904050,2025-03,5,5,3,3
IE1904050,2025-04,4,3,5,4
IE1904050,2025-05,1,3,4,5
IE1904050,2025-06,1,4,5,4
IE1904050,2025-07,2,5,4,3
IE1904050,2025-08,5,5,4,4
IE1904050,2025-09,4,5,5,3
IE1904050,2025-10,5,4,4,1
IE1904050,2025-11,3,3,2,3
IE1904050,2025-12,3,5,5,4
IE1904050,2026-01,5,3,5,4
IE1904050,2026-02,3,3,4,5
IE2002062,2025-03,3,5,4,5
IE2002062,2025-04,4,5,5,2
IE2002062,2025-05,2,4,5,2
IE2002062,2025-06,5,4,5,2
IE2002062,2025-07,5,5,2,3
IE2002062,2025-08,4,4,4,4
IE2002062,2025-09,4,4,3,3
IE2002062,2025-10,4,4,4,1
IE2002062,2025-11,4,2,5,3
IE2002062,2025-12,5,3,5,3
IE2002062,2026-01,4,4,4,4
IE2002062,2026-02,1,4,5,5
IE9304490,2025-03,5,5,4,3
IE9304490,2025-04,5,2,4,4
IE9304490,2025-05,4,5,5,4
IE9304490,2025-06,5,1,1,2
IE9304490,2025-07,4,4,4,4
IE9304490,2025-08,3,4,5,4
IE9304490,2025-09,5,4,5,3
IE9304490,2025-10,5,5,4,5
IE9304490,2025-11,4,3,1,4
IE9304490,2025-12,4,5,5,3
IE9304490,2026-01,5,5,4,4
IE9304490,2026-02,4,1,4,5
IE1201776,2025-03,4,4,1,4
IE1201776,2025-04,4,5,4,5
IE1201776,2025-05,5,2,4,3
IE1201776,2025-06,4,3,4,5
IE1201776,2025-07,4,5,3,4
IE1201776,2025-08,3,4,3,4
IE1201776,2025-09,3,4,2,5
IE1201776,2025-10,5,3,4,2
IE1201776,2025-11,1,3,4,3
IE1201776,2025-12,3,3,4,3
IE1201776,2026-01,5,3,3,4
IE1201776,2026-02,4,3,2,1
IE0605487,2025-03,5,5,3,5
IE0605487,2025-04,2,2,4,5
IE0605487,2025-05,5,4,5,4
IE0605487,2025-06,4,3,4,3
IE0605487,2025-07,1,2,2,2
IE0605487,2025-08,2,4,5,5
IE0605487,2025-09,5,5,4,2
IE0605487,2025-10,1,4,4,5
IE0605487,2025-11,4,4,4,5
IE0605487,2025-12,5,4,2,3
IE0605487,2026-01,3,5,5,3
IE0605487,2026-02,5,1,3,5
IE0403115,2025-03,3,4,4,4
IE0403115,2025-04,1,2,5,4
IE0403115,2025-05,3,1,3,2
IE0403115,2025-06,3,5,4,5
IE0403115,2025-07,4,5,4,3
IE0403115,2025-08,4,2,4,4
IE0403115,2025-09,2,3,5,5
IE0403115,2025-10,4,2,2,2
IE0403115,2025-11,5,4,3,5
IE0403115,2025-12,3,3,5,3
IE0403115,2026-01,1,4,5,5
IE0403115,2026-02,5,5,4,3
IE9303628,2025-03,5,5,3,4
IE9303628,2025-04,4,4,5,3
IE9303628,2025-05,5,4,4,4
IE9303628,2025-06,4,4,5,4
IE9303628,2025-07,5,2,5,4
IE9303628,2025-08,5,5,3,2
IE9303628,2025-09,5,3,4,3
IE9303628,2025-10,1,1,5,5
IE9303628,2025-11,2,3,3,3
IE9303628,2025-12,3,4,4,4
IE9303628,2026-01,3,2,4,2
IE9303628,2026-02,3,2,4,4
IE1600699,2025-03,4,5,3,4
IE1600699,2025-04,4,3,2,2
IE1600699,2025-05,3,5,1,4
IE1600699,2025-06,4,2,4,4
IE1600699,2025-07,5,4,5,4
IE1600699,2025-08,3,1,3,4
IE1600699,2025-09,2,1,4,4
IE1600699,2025-10,4,3,5,4
IE1600699,2025-11,4,3,4,5
IE1600699,2025-12,4,4,3,2
IE1600699,2026-01,5,5,5,2
IE1600699,2026-02,5,5,4,3
IE2401451,2025-03,4,4,5,4
IE2401451,2025-04,4,3,5,4
IE2401451,2025-05,5,4,3,3
IE2401451,2025-06,2,2,3,5
IE2401451,2025-07,4,2,4,4
IE2401451,2025-08,2,3,2,5
IE2401451,2025-09,4,4,2,3
IE2401451,2025-10,3,4,3,5
IE2401451,2025-11,5,5,4,4
IE2401451,2025-12,4,5,5,4
IE2401451,2026-01,4,4,3,3
IE2401451,2026-02,4,4,5,4
IE9903038,2025-03,4,4,5,5
IE9903038,2025-04,3,5,5,5
IE9903038,2025-05,1,4,5,3
IE9903038,2025-06,3,4,5,3
IE9903038,2025-07,4,5,4,5
IE9903038,2025-08,3,4,3,4
IE9903038,2025-09,3,4,3,1
IE9903038,2025-10,3,3,5,5
IE9903038,2025-11,4,5,1,5
IE9903038,2025-12,5,4,2,4
IE9903038,2026-01,5,4,4,5
IE9903038,2026-02,4,5,3,3
IE2104750,2025-03,4,4,5,4
IE2104750,2025-04,1,2,5,4
IE2104750,2025-05,2,4,4,4
IE2104750,2025-06,5,2,4,2
IE2104750,2025-07,4,3,4,3
IE2104750,2025-08,3,1,3,4
IE2104750,2025-09,4,5,5,2
IE2104750,2025-10,1,5,5,4
IE2104750,2025-11,5,3,3,5
IE2104750,2025-12,4,5,5,4
IE2104750,2026-01,3,5,2,2
IE2104750,2026-02,4,5,4,4
IE1200476,2025-03,4,4,4,4
IE1200476,2025-04,5,4,5,4
IE1200476,2025-05,3,4,4,5
IE1200476,2025-06,5,4,2,5
IE1200476,2025-07,2,5,3,5
IE1200476,2025-08,5,4,4,3
IE1200476,2025-09,4,3,3,4
IE1200476,2025-10,4,3,3,4
IE1200476,2025-11,5,1,5,4
IE1200476,2025-12,4,2,5,4
IE1200476,2026-01,3,2,1,5
IE1200476,2026-02,5,1,5,4
IE9801661,2025-03,4,5,3,5
IE9801661,2025-04,5,4,5,3
IE9801661,2025-05,5,3,4,5
IE9801661,2025-06,5,4,4,5
IE9801661,2025-07,5,3,3,3
IE9801661,2025-08,2,5,5,5
IE9801661,2025-09,4,4,4,4
IE9801661,2025-10,5,4,4,4
IE9801661,2025-11,4,3,4,1
IE9801661,2025-12,5,3,4,3
IE9801661,2026-01,5,5,5,4
IE9801661,2026-02,5,4,5,4
IE9004447,2025-03,3,5,1,5
IE9004447,2025-04,4,4,5,5
IE9004447,2025-05,5,3,2,2
IE9004447,2025-06,4,5,4,5
IE9004447,2025-07,4,3,3,4
IE9004447,2025-08,4,4,4,3
IE9004447,2025-09,4,2,3,4
IE9004447,2025-10,3,2,3,4
IE9004447,2025-11,2,3,3,5
IE9004447,2025-12,2,1,5,3
IE9004447,2026-01,4,2,4,1
IE9004447,2026-02,2,5,4,5
IE9401864,2025-03,5,1,1,5
IE9401864,2025-04,2,2,4,4
IE9401864,2025-05,5,4,4,2
IE9401864,2025-06,4,2,2,4
IE9401864,2025-07,4,4,5,5
IE9401864,2025-08,5,3,2,4
IE9401864,2025-09,1,2,5,5
IE9401864,2025-10,3,4,5,5
IE9401864,2025-11,4,4,5,5
IE9401864,2025-12,4,5,5,4
IE9401864,2026-01,5,4,5,4
IE9401864,2026-02,5,3,2,2
IE0703769,2025-03,1,1,3,3
IE0703769,2025-04,5,5,4,2
IE0703769,2025-05,4,4,3,4
IE0703769,2025-06,5,2,3,5
IE0703769,2025-07,4,5,5,5
IE0703769,2025-08,5,5,4,2
IE0703769,2025-09,5,2,3,4
IE0703769,2025-10,4,1,4,3
IE0703769,2025-11,5,5,3,5
IE0703769,2025-12,5,3,5,5
IE0703769,2026-01,3,4,5,4
IE0703769,2026-02,5,5,4,5
IE2302319,2025-03,2,3,4,2
IE2302319,2025-04,5,4,4,4
IE2302319,2025-05,5,1,3,1
IE2302319,2025-06,4,5,3,4
IE2302319,2025-07,5,5,4,5
IE2302319,2025-08,3,4,4,5
IE2302319,2025-09,4,3,4,3
IE2302319,2025-10,2,3,4,4
IE2302319,2025-11,4,1,2,3
IE2302319,2025-12,5,1,4,2
IE2302319,2026-01,4,5,1,4
IE2302319,2026-02,4,3,5,4
IE0904774,2025-03,2,3,4,5
IE0904774,2025-04,5,4,3,3
IE0904774,2025-05,3,3,2,4
IE0904774,2025-06,5,5,4,5
IE0904774,2025-07,4,4,5,4
IE0904774,2025-08,4,2,4,3
IE0904774,2025-09,1,3,5,4
IE0904774,2025-10,4,4,2,3
IE0904774,2025-11,3,5,4,4
IE0904774,2025-12,4,4,4,1
IE0904774,2026-01,4,4,4,4
IE0904774,2026-02,2,3,4,3
IE0602238,2025-03,5,5,5,5
IE0602238,2025-04,2,5,3,4
IE0602238,2025-05,2,4,4,4
IE0602238,2025-06,4,4,5,4
IE0602238,2025-07,4,5,4,5
IE0602238,2025-08,4,4,4,4
IE0602238,2025-09,4,3,3,5
IE0602238,2025-10,1,4,4,4
IE0602238,2025-11,3,2,5,1
IE0602238,2025-12,3,4,4,2
IE0602238,2026-01,4,4,5,4
IE0602238,2026-02,2,2,5,4
IE1501814,2025-03,5,1,5,5
IE1501814,2025-04,3,5,3,3
IE1501814,2025-05,5,5,4,4
IE1501814,2025-06,3,4,3,4
IE1501814,2025-07,3,5,4,3
IE1501814,2025-08,3,4,4,3
IE1501814,2025-09,3,4,4,4
IE1501814,2025-10,1,4,5,4
IE1501814,2025-11,5,1,4,5
IE1501814,2025-12,5,3,4,4
IE1501814,2026-01,5,4,4,4
IE1501814,2026-02,3,3,4,4
IE9805332,2025-03,3,3,1,5
IE9805332,2025-04,4,5,4,4
IE9805332,2025-05,4,5,3,4
IE9805332,2025-06,5,4,5,4
IE9805332,2025-07,3,4,5,5
IE9805332,2025-08,4,5,3,3
IE9805332,2025-09,4,5,4,4
IE9805332,2025-10,5,4,3,4
IE9805332,2025-11,4,4,5,3
IE9805332,2025-12,4,4,4,5
IE9805332,2026-01,5,4,2,2
IE9805332,2026-02,5,1,5,4
IE0600250,2025-03,4,5,5,2
IE0600250,2025-04,1,3,5,5
IE0600250,2025-05,4,3,3,5
IE0600250,2025-06,5,5,5,4
IE0600250,2025-07,2,1,1,4
IE0600250,2025-08,5,2,2,5
IE0600250,2025-09,4,5,3,5
IE0600250,2025-10,5,4,4,3
IE0600250,2025-11,4,2,3,5
IE0600250,2025-12,4,2,5,4
IE0600250,2026-01,1,5,5,5
IE0600250,2026-02,4,2,4,4
IE1400406,2025-03,5,2,1,5
IE1400406,2025-04,4,3,5,1
IE1400406,2025-05,4,4,5,4
IE1400406,2025-06,2,3,5,4
IE1400406,2025-07,5,3,3,5
IE1400406,2025-08,3,4,4,2
IE1400406,2025-09,5,1,2,5
IE1400406,2025-10,5,5,4,4
IE1400406,2025-11,4,2,5,3
IE1400406,2025-12,4,3,3,3
IE1400406,2026-01,5,5,2,5
IE1400406,2026-02,3,2,4,4
IE0204316,2025-03,5,3,4,5
IE0204316,2025-04,2,5,4,4
IE0204316,2025-05,2,4,3,3
IE0204316,2025-06,5,4,4,4
IE0204316,2025-07,3,3,4,5
IE0204316,2025-08,2,5,3,3
IE0204316,2025-09,3,4,5,2
IE0204316,2025-10,4,4,1,5
IE0204316,2025-11,5,4,1,4
IE0204316,2025-12,5,3,5,4
