numero_empleado,CBI_Q1,CBI_Q2,CBI_Q3,CBI_Q4,CBI_Q5,CBI_Q6,CBI_Q7,CBI_Q8,CBI_Q9,CBI_Q10,CBI_Q11,CBI_Q12,CBI_Q13,CBI_Q14,CBI_Q15,CBI_Q16,CBI_Q17,CBI_Q18,CBI_Q19
IE9004378,A veces,Siempre,A veces,A menudo,A menudo,A menudo,A veces,Nunca,Nunca,Nunca,Raramente,A veces,Nunca,A menudo,Raramente,Nunca,A menudo,A menudo,Raramente
IE2605131,A veces,Nunca,Nunca,A veces,Siempre,Raramente,A veces,A menudo,Raramente,Siempre,A veces,Raramente,A menudo,A menudo,A veces,A veces,A veces,Siempre,Siempre
IE1701699,A veces,Raramente,A menudo,A menudo,Siempre,A menudo,Raramente,Raramente,Siempre,A veces,Raramente,A menudo,Nunca,A menudo,Raramente,Raramente,Siempre,Raramente,A menudo
IE2205181,A menudo,A veces,A menudo,A menudo,A menudo,Siempre,A veces,A veces,Raramente,A veces,A veces,Siempre,Raramente,Raramente,A veces,A menudo,A veces,A menudo,A menudo
IE2204491,A menudo,A veces,Raramente,A veces,Siempre,A veces,Raramente,Siempre,A veces,A menudo,Siempre,A veces,Siempre,A veces,A menudo,Siempre,Raramente,A menudo,A veces
IE1303730,A menudo,A veces,Raramente,A veces,A veces,A menudo,Siempre,A menudo,Raramente,Raramente,A menudo,A veces,A veces,A menudo,Siempre,A veces,Raramente,A menudo,Siempre
IE0403394,Raramente,Nunca,A menudo,A menudo,A veces,Nunca,Raramente,A menudo,Raramente,Siempre,Raramente,A menudo,A veces,A veces,Siempre,A veces,Siempre,A menudo,Siempre
IE1803711,Raramente,A veces,Raramente,A menudo,A menudo,Siempre,A veces,A menudo,Siempre,A veces,Raramente,A menudo,Raramente,Siempre,A veces,A veces,A veces,A menudo,Raramente
IE0000986,A menudo,Raramente,Siempre,Raramente,A veces,Raramente,A veces,A veces,A veces,A menudo,A veces,Raramente,A menudo,Siempre,A veces,A menudo,A menudo,A veces,Raramente
IE9403733,A veces,A veces,A menudo,A menudo,A menudo,Siempre,Siempre,A veces,A veces,Siempre,A veces,Nunca,Raramente,Siempre,A veces,A menudo,A menudo,Siempre,A veces
IE9102639,Siempre,A menudo,Raramente,Raramente,Raramente,A veces,A menudo,A veces,Raramente,A veces,A veces,Raramente,A menudo,Siempre,Siempre,A veces,A veces,Raramente,A veces
IE9702689,Raramente,A menudo,Siempre,A veces,A veces,A menudo,A menudo,A veces,Siempre,Raramente,A menudo,A menudo,Siempre,Raramente,A veces,A veces,Nunca,Nunca,A veces
IE9705255,A menudo,Raramente,Raramente,Siempre,A menudo,A veces,Raramente,Raramente,A menudo,Raramente,Raramente,Raramente,A veces,A menudo,A menudo,Siempre,Raramente,A menudo,Siempre
IE9500982,Nunca,A veces,Raramente,A menudo,Raramente,A menudo,A veces,A veces,A veces,Siempre,A menudo,Raramente,A menudo,A menudo,Raramente,A menudo,Siempre,A veces,Raramente
IE1803076,A menudo,A menudo,Raramente,A veces,Raramente,Raramente,A menudo,A veces,Nunca,A menudo,Raramente,Raramente,A veces,Raramente,A menudo,A veces,Raramente,A menudo,Raramente
IE1005012,Raramente,A veces,Raramente,A menudo,Raramente,A menudo,A veces,Raramente,A menudo,A menudo,Raramente,A veces,A menudo,A veces,Siempre,Nunca,A veces,A veces,Raramente
IE1204289,A veces,A veces,A menudo,A menudo,Nunca,A veces,Raramente,Siempre,A veces,A menudo,Siempre,A menudo,A menudo,A veces,A veces,Raramente,A menudo,A menudo,A veces
IE2503825,A veces,A veces,A veces,A veces,A veces,A menudo,A menudo,Nunca,Raramente,Siempre,Raramente,Siempre,A menudo,Siempre,A menudo,Siempre,A menudo,A menudo,Nunca
IE9203593,A menudo,A menudo,A veces,A veces,Raramente,A menudo,A veces,A veces,A veces,A menudo,Raramente,Nunca,A menudo,A menudo,Raramente,A veces,A veces,A veces,A veces
IE9304183,A menudo,Raramente,A veces,A veces,Raramente,A veces,A veces,Nunca,A veces,A veces,Raramente,A menudo,Nunca,Siempre,A menudo,Raramente,A veces,Nunca,A menudo
IE9102861,A menudo,Raramente,A veces,A veces,A veces,A veces,A veces,Raramente,A menudo,A menudo,A menudo,Raramente,A menudo,A veces,Raramente,Raramente,Siempre,A menudo,A menudo
IE9804372,A veces,Raramente,A veces,Raramente,A veces,Raramente,Nunca,A veces,Raramente,Nunca,Raramente,A veces,A veces,Siempre,A menudo,Siempre,A menudo,A veces,Nunca
IE2101458,A menudo,Raramente,A veces,A veces,A menudo,A veces,A menudo,Raramente,A veces,A veces,A veces,A menudo,Siempre,A veces,A menudo,A veces,A veces,Raramente,A veces
IE9901396,Nunca,A menudo,A menudo,Raramente,Raramente,A veces,A veces,Raramente,A veces,A veces,Nunca,Siempre,A menudo,Siempre,A veces,Siempre,A veces,Nunca,Nunca
IE0400265,A menudo,A menudo,Siempre,Siempre,Nunca,A menudo,Siempre,A menudo,A veces,Siempre,Siempre,A menudo,Raramente,A menudo,Raramente,A menudo,A menudo,A menudo,Raramente
IE9704088,Siempre,A veces,A veces,Raramente,Nunca,A veces,A menudo,A menudo,A veces,A veces,A menudo,Siempre,A veces,A veces,A veces,Raramente,A menudo,A menudo,A veces
IE0100930,Raramente,A menudo,A menudo,A menudo,Siempre,A menudo,Nunca,A menudo,Siempre,Siempre,A veces,A veces,A veces,Raramente,A menudo,Nunca,A menudo,A veces,Nunca
IE1103704,Siempre,Nunca,A veces,A menudo,Siempre,Raramente,Siempre,A veces,A veces,A menudo,Raramente,Siempre,Nunca,Siempre,A menudo,A menudo,Siempre,Raramente,A veces
IE0005471,Raramente,A veces,Raramente,Raramente,Raramente,Raramente,Nunca,Siempre,A menudo,Siempre,Raramente,Raramente,A veces,Nunca,Raramente,Raramente,A veces,Raramente,A menudo
IE1802401,A veces,A menudo,A veces,A veces,A veces,A veces,A veces,A menudo,Siempre,Siempre,A veces,Nunca,A menudo,Siempre,A veces,Raramente,A veces,A menudo,Siempre
IE9302179,A menudo,Nunca,A menudo,Raramente,Siempre,Raramente,A menudo,A menudo,Raramente,A menudo,Siempre,Nunca,A menudo,A menudo,Nunca,A veces,Siempre,Raramente,Siempre
IE1003248,Nunca,Raramente,A veces,A menudo,Nunca,A veces,A veces,A veces,A menudo,Nunca,Raramente,A menudo,Raramente,A veces,A menudo,Raramente,Raramente,Raramente,A menudo
IE1300247,Raramente,A veces,Raramente,Siempre,Nunca,Raramente,A menudo,A menudo,A menudo,A menudo,Siempre,A veces,A menudo,Nunca,A menudo,A veces,A veces,Raramente,Raramente
IE2201595,A menudo,A veces,Raramente,A menudo,A menudo,Raramente,Raramente,Raramente,A veces,Nunca,A veces,A menudo,A veces,A menudo,Raramente,Raramente,A veces,Nunca,Raramente
IE0401759,A veces,A veces,A menudo,A menudo,A menudo,A veces,Siempre,Nunca,Raramente,Raramente,A menudo,A veces,A menudo,Raramente,Siempre,Nunca,A veces,Nunca,A menudo
IE9105349,Nunca,A menudo,Raramente,A menudo,A menudo,A menudo,A veces,A veces,Raramente,A menudo,Siempre,Raramente,A veces,Siempre,A veces,Raramente,Raramente,Nunca,A menudo
IE9403393,A menudo,A veces,Siempre,A veces,Siempre,Siempre,Raramente,A menudo,A menudo,Siempre,A menudo,Raramente,Raramente,A veces,A veces,A veces,Siempre,A veces,A menudo
IE2500924,A menudo,A veces,A veces,Nunca,Raramente,Siempre,Raramente,A veces,A veces,Nunca,Siempre,Raramente,A veces,Nunca,Siempre,A menudo,A menudo,Nunca,A menudo
IE2602828,Siempre,Raramente,Siempre,A veces,Raramente,A veces,A veces,Raramente,A menudo,Siempre,A menudo,A veces,A veces,A veces,Nunca,A veces,A veces,A veces,A menudo
IE1100269,A menudo,Siempre,Raramente,A veces,A veces,A veces,A veces,A menudo,A menudo,A veces,A veces,A veces,A veces,A menudo,Siempre,Raramente,Raramente,A veces,Nunca
IE1600670,Raramente,A veces,A menudo,Siempre,A veces,A veces,A menudo,A veces,A veces,Raramente,A menudo,A menudo,A menudo,Siempre,Siempre,A menudo,A veces,A menudo,A veces
IE0805330,A menudo,Nunca,Siempre,Raramente,Nunca,A veces,A veces,Nunca,Raramente,Raramente,Nunca,A veces,Nunca,Raramente,A veces,Siempre,Siempre,A veces,Nunca
IE1201911,A menudo,A veces,Raramente,Nunca,A veces,A menudo,Raramente,A menudo,Nunca,Siempre,Nunca,Raramente,Siempre,Raramente,A menudo,A menudo,A veces,A veces,A veces
IE0703612,Nunca,A veces,A menudo,A menudo,A menudo,A menudo,A veces,Nunca,Raramente,A menudo,A menudo,Siempre,Nunca,Siempre,A menudo,Raramente,A veces,A menudo,Raramente
IE1501153,Nunca,A veces,Nunca,A menudo,A veces,A menudo,Siempre,Raramente,A menudo,A menudo,A menudo,Nunca,A menudo,Raramente,Nunca,A veces,Raramente,Siempre,Siempre
IE1005296,A veces,Siempre,Nunca,Nunca,A veces,Raramente,Siempre,A veces,A menudo,Nunca,Siempre,A veces,Siempre,A veces,A veces,Raramente,A menudo,Raramente,Raramente
IE0104185,Raramente,Raramente,Siempre,A veces,A menudo,Siempre,A menudo,Raramente,A menudo,A menudo,A menudo,Siempre,A veces,A menudo,A veces,Raramente,Siempre,A veces,Siempre
IE1802592,Raramente,A veces,Nunca,A veces,A menudo,A veces,Siempre,Raramente,A menudo,Siempre,A menudo,A veces,A menudo,A veces,A veces,A menudo,A veces,Siempre,A menudo
IE1904664,Siempre,Siempre,A menudo,A menudo,A menudo,A menudo,Nunca,A veces,Siempre,A veces,A veces,Raramente,Nunca,Nunca,A veces,A veces,Nunca,A veces,Nunca
IE9301782,A menudo,A veces,Siempre,Raramente,Siempre,Nunca,Nunca,A veces,A menudo,Raramente,Siempre,A veces,Siempre,A menudo,Raramente,A menudo,Siempre,A veces,Siempre
IE1202414,Siempre,A veces,A veces,Siempre,Siempre,Raramente,A veces,A menudo,Raramente,Nunca,A menudo,A veces,A veces,A veces,A menudo,A menudo,Raramente,A veces,Raramente
IE9802308,Raramente,A veces,A menudo,A menudo,Raramente,Nunca,A menudo,A veces,Raramente,A menudo,A veces,Siempre,Nunca,Raramente,Raramente,A veces,Raramente,A veces,A menudo
IE9902903,A veces,A menudo,A veces,A veces,A menudo,A menudo,A menudo,Siempre,A veces,A veces,Raramente,A menudo,Siempre,A veces,Nunca,Raramente,Raramente,Raramente,A menudo
IE9303608,Siempre,Siempre,Siempre,A menudo,Raramente,Siempre,A menudo,Siempre,Siempre,A veces,Raramente,A veces,A menudo,A menudo,Nunca,A veces,Raramente,A menudo,A veces
IE2101916,Raramente,Siempre,A menudo,Siempre,A menudo,A menudo,A veces,Siempre,Siempre,Raramente,A veces,Raramente,Nunca,A veces,A menudo,Raramente,A veces,Siempre,Raramente
IE9800613,A menudo,A menudo,A menudo,Siempre,A veces,Siempre,Siempre,Nunca,Siempre,A veces,Nunca,A menudo,A menudo,A veces,A menudo,Raramente,Raramente,A veces,A menudo
IE2002901,Raramente,Siempre,A menudo,A menudo,Nunca,Siempre,A veces,A veces,A veces,A menudo,A menudo,A veces,A menudo,A menudo,Siempre,A veces,Nunca,Siempre,A veces
IE0502268,A veces,Nunca,Raramente,Siempre,Raramente,A veces,Nunca,Siempre,Nunca,A menudo,Siempre,A menudo,A veces,A veces,A veces,Nunca,A menudo,Siempre,Siempre
IE1702534,Siempre,A veces,Siempre,A menudo,A menudo,Nunca,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Siempre,A menudo,A veces,A menudo,A veces,Raramente
IE0600040,A menudo,Nunca,Raramente,A menudo,A veces,A menudo,Raramente,Raramente,A veces,A veces,Raramente,A veces,Raramente,A veces,A veces,Siempre,A menudo,Siempre,Raramente
IE1401899,Nunca,A veces,A menudo,Nunca,A veces,A menudo,A menudo,A veces,Raramente,A veces,Nunca,A veces,A veces,A menudo,A veces,Raramente,Nunca,A menudo,A veces
IE9401650,Raramente,Raramente,A menudo,A veces,A veces,Siempre,Raramente,A menudo,Siempre,A menudo,A menudo,A menudo,A veces,A menudo,A menudo,Raramente,A menudo,A menudo,A veces
IE2602956,A veces,A menudo,Raramente,Raramente,Raramente,Siempre,Raramente,A veces,A veces,A veces,Raramente,Raramente,Nunca,Raramente,A menudo,A veces,A veces,Raramente,A menudo
IE0200259,Nunca,Siempre,Siempre,A menudo,Nunca,A menudo,Raramente,A menudo,Nunca,Nunca,A veces,A menudo,A veces,Siempre,Raramente,A veces,Nunca,A veces,Nunca
IE1904021,A menudo,A veces,A menudo,Raramente,A veces,A menudo,Raramente,A veces,Siempre,A veces,A veces,A veces,Raramente,A veces,A veces,A veces,A menudo,A menudo,Nunca
IE9800848,A veces,A menudo,Nunca,Siempre,Raramente,A menudo,A menudo,Raramente,A menudo,A veces,A menudo,A veces,A menudo,A veces,A menudo,Siempre,A veces,Raramente,A veces
IE1704295,Siempre,A menudo,Raramente,A menudo,Raramente,Raramente,A menudo,A veces,Raramente,Nunca,A veces,A menudo,A menudo,A veces,Siempre,Siempre,A veces,Nunca,Raramente
IE0704675,Siempre,A menudo,Nunca,A menudo,Siempre,Nunca,Nunca,A veces,A veces,Siempre,Nunca,A veces,A veces,Siempre,A menudo,A veces,Raramente,Siempre,Nunca
IE9905396,Raramente,Siempre,A veces,A veces,Nunca,Siempre,Siempre,A veces,A menudo,A menudo,Siempre,Nunca,Raramente,Raramente,Nunca,Nunca,Raramente,A menudo,A menudo
IE0001234,A menudo,A veces,A menudo,A veces,Siempre,Raramente,Nunca,A menudo,A veces,A menudo,Nunca,Raramente,A menudo,A veces,Raramente,Nunca,Raramente,A veces,A menudo
IE2501128,A menudo,Siempre,Raramente,A menudo,Nunca,Nunca,A menudo,A veces,Nunca,Siempre,A veces,Raramente,A veces,A veces,A menudo,A menudo,Nunca,A menudo,Raramente
IE1002974,A menudo,Raramente,A veces,Siempre,A menudo,Siempre,A menudo,A menudo,A menudo,A menudo,A menudo,Nunca,A veces,A veces,Siempre,Siempre,A menudo,A veces,A veces
IE1201968,Siempre,A veces,Raramente,A veces,A menudo,A veces,A veces,A menudo,Raramente,A menudo,A menudo,Nunca,Raramente,A menudo,Raramente,Raramente,A menudo,A menudo,Raramente
IE1000559,Siempre,Siempre,Raramente,A veces,A veces,A veces,Raramente,A veces,A menudo,A veces,Raramente,A menudo,Raramente,A menudo,A menudo,Nunca,A veces,A veces,A menudo
IE9400905,Raramente,A menudo,A veces,Siempre,A veces,A veces,A veces,A menudo,A menudo,A veces,A menudo,Siempre,Siempre,Siempre,Siempre,A veces,Nunca,Raramente,Raramente
IE9802615,A veces,A veces,Siempre,A veces,A veces,A menudo,A menudo,Siempre,A menudo,Nunca,A veces,A menudo,A menudo,A veces,A veces,A menudo,Nunca,Siempre,A menudo
IE2500485,A veces,A veces,A veces,A veces,A veces,Raramente,Siempre,A veces,Raramente,A veces,Raramente,A veces,Nunca,A menudo,Nunca,A menudo,Siempre,A veces,A veces
IE1802212,A veces,Raramente,A menudo,Raramente,A menudo,A veces,Raramente,Raramente,Raramente,Nunca,A veces,Raramente,Siempre,A menudo,A menudo,Raramente,A menudo,Raramente,Raramente
IE1001321,Raramente,Nunca,Nunca,A menudo,Raramente,A veces,Nunca,Nunca,A veces,A menudo,Raramente,Raramente,Nunca,A menudo,A veces,Raramente,Siempre,Raramente,Raramente
IE1602992,A menudo,Siempre,Siempre,Siempre,Siempre,A veces,A veces,Nunca,Raramente,A veces,Raramente,A veces,Siempre,A veces,A menudo,Nunca,A veces,Siempre,Raramente
IE1302556,A veces,Raramente,Siempre,A veces,A menudo,Nunca,Raramente,Siempre,Raramente,A menudo,A menudo,Raramente,Raramente,Raramente,A menudo,Siempre,Raramente,A veces,Nunca
IE2300008,A veces,A veces,Raramente,A menudo,A menudo,A veces,Raramente,Nunca,Raramente,A veces,A menudo,A veces,Raramente,A menudo,Nunca,Raramente,Siempre,Nunca,Nunca
IE2502316,A veces,Siempre,Raramente,A menudo,A veces,Nunca,Nunca,A veces,A veces,A veces,A menudo,A veces,A menudo,Raramente,Siempre,A veces,Siempre,Nunca,A veces
IE2604669,A menudo,A veces,A veces,Raramente,Nunca,A veces,Raramente,A veces,Raramente,A veces,A menudo,A menudo,A veces,A menudo,A veces,A veces,Raramente,Raramente,A veces
IE0903965,A veces,Raramente,A menudo,Siempre,A menudo,A veces,A veces,Siempre,Raramente,A menudo,A veces,Siempre,A veces,Siempre,A menudo,Raramente,Raramente,Siempre,A veces
IE2003858,Raramente,Nunca,A veces,A veces,A menudo,A veces,A veces,A menudo,A veces,A menudo,A veces,A menudo,Raramente,A veces,A veces,A veces,A veces,Siempre,A menudo
IE2401451,Nunca,Raramente,Raramente,A veces,Siempre,Raramente,A veces,Nunca,Raramente,A veces,A menudo,A veces,Raramente,Siempre,Raramente,A veces,Raramente,Siempre,A menudo
IE9001202,A veces,Siempre,A veces,Raramente,A menudo,Siempre,Raramente,A veces,A menudo,A menudo,A veces,A veces,A veces,A veces,A veces,Raramente,A menudo,Siempre,A veces
IE2002427,Siempre,Raramente,Raramente,A veces,A veces,A veces,A menudo,Siempre,A veces,A veces,A veces,Siempre,A veces,A veces,Siempre,Siempre,A veces,A veces,Raramente
IE9101815,Siempre,A veces,A veces,Siempre,A veces,A veces,A veces,A veces,Siempre,A veces,A veces,A veces,Raramente,Raramente,Siempre,Raramente,A menudo,A veces,A veces
IE1500774,A veces,Raramente,A menudo,A menudo,A menudo,A veces,A veces,Siempre,A menudo,A veces,Nunca,A veces,A veces,A veces,A veces,Siempre,Siempre,Raramente,Raramente
IE1202275,Nunca,A menudo,A menudo,A veces,A veces,A veces,Raramente,Siempre,Raramente,Raramente,A menudo,A menudo,A veces,Nunca,Siempre,A veces,A menudo,A veces,A veces
IE0901012,A veces,A veces,Raramente,Siempre,Raramente,A menudo,Siempre,Nunca,Nunca,Raramente,Siempre,A menudo,Raramente,A veces,Nunca,Raramente,A veces,Siempre,A veces
IE1703403,Raramente,A menudo,A menudo,A veces,Raramente,A menudo,Raramente,A veces,A menudo,Raramente,Siempre,Raramente,Siempre,A veces,A veces,Siempre,A menudo,A menudo,Nunca
IE2402952,Siempre,Siempre,A menudo,Siempre,Raramente,A veces,A menudo,Raramente,A veces,A menudo,A menudo,A veces,A menudo,A veces,Siempre,Siempre,A menudo,Siempre,A menudo
IE9801992,A menudo,Siempre,A veces,Siempre,A menudo,Siempre,Siempre,Siempre,A menudo,Raramente,A menudo,A veces,A menudo,A menudo,A veces,Raramente,A veces,A menudo,A veces
IE9001278,Raramente,Raramente,A menudo,A veces,A veces,Raramente,A menudo,A veces,Nunca,A veces,A veces,A menudo,A menudo,A veces,A veces,A menudo,A menudo,A veces,A menudo
IE9101784,Siempre,A veces,A veces,Raramente,Raramente,A menudo,A veces,A veces,Nunca,Raramente,Raramente,Raramente,Raramente,Siempre,A veces,A veces,Nunca,Raramente,A menudo
IE9403759,A menudo,Siempre,A veces,A veces,A menudo,A menudo,A veces,A menudo,Raramente,A veces,A veces,A menudo,Siempre,A menudo,Raramente,A menudo,A menudo,A menudo,A veces
IE2500447,Siempre,A veces,A veces,A menudo,A veces,Siempre,A veces,Siempre,Raramente,A veces,A veces,A menudo,A veces,A veces,A menudo,A menudo,Nunca,A veces,Nunca
IE1600881,A veces,A menudo,A veces,Raramente,A veces,A veces,Siempre,A veces,Siempre,Raramente,A veces,A veces,Raramente,Raramente,A menudo,Raramente,A veces,A menudo,A veces
IE9904911,A menudo,Siempre,A veces,Siempre,Raramente,Nunca,A veces,A veces,Nunca,Raramente,A menudo,A menudo,A veces,A veces,Nunca,A menudo,A menudo,A veces,Raramente
IE0600782,Raramente,A veces,A menudo,Siempre,Siempre,A veces,A veces,A menudo,Raramente,Siempre,A menudo,A veces,A menudo,Raramente,Nunca,A veces,A veces,A veces,A veces
IE9702652,A veces,Nunca,A veces,Siempre,A veces,A menudo,A menudo,A veces,A menudo,A veces,Nunca,Siempre,Siempre,A menudo,A veces,Raramente,A menudo,A veces,Raramente
IE9001750,Raramente,A veces,Raramente,A veces,Siempre,A veces,Siempre,A menudo,A menudo,Raramente,A menudo,Siempre,Siempre,A veces,A veces,Siempre,Nunca,Siempre,A menudo
IE9302127,Nunca,Raramente,Raramente,A veces,A veces,A menudo,A veces,Siempre,A veces,Siempre,Raramente,A menudo,A veces,Raramente,Siempre,A veces,A menudo,A veces,A veces
IE0903439,A menudo,A veces,A veces,Siempre,Raramente,Siempre,Nunca,A menudo,A veces,Nunca,A veces,A menudo,A veces,A veces,A veces,A menudo,A veces,Raramente,A veces
IE9402424,A menudo,A veces,Nunca,Nunca,A veces,Raramente,A menudo,A menudo,Siempre,Raramente,Siempre,A veces,Raramente,Raramente,Nunca,Raramente,A menudo,Raramente,Nunca
IE0605368,Raramente,A veces,A menudo,A veces,A veces,A veces,A veces,A veces,A menudo,Nunca,A veces,Raramente,A veces,A menudo,Siempre,Siempre,Raramente,A veces,A veces
IE9404752,A veces,A menudo,A veces,A veces,A menudo,A menudo,A veces,A veces,A menudo,A veces,Raramente,A menudo,Nunca,A menudo,A menudo,Siempre,Nunca,Raramente,A veces
IE1800884,Raramente,Siempre,A menudo,A menudo,Raramente,A menudo,A menudo,A veces,A veces,Raramente,A menudo,Nunca,A menudo,A veces,A veces,Siempre,A veces,A menudo,A veces
IE0304520,Siempre,A menudo,A menudo,Nunca,A veces,A menudo,Siempre,A veces,A menudo,Siempre,A veces,A menudo,Nunca,Nunca,A menudo,Raramente,A veces,A veces,Raramente
IE1601092,Raramente,Nunca,Siempre,Siempre,A veces,Raramente,Raramente,Raramente,A menudo,A menudo,Raramente,A veces,Raramente,Raramente,A menudo,Siempre,A menudo,A menudo,A veces
IE0103897,A veces,A veces,Siempre,Raramente,A menudo,Raramente,A menudo,Nunca,A veces,A menudo,A veces,Raramente,Siempre,A veces,A menudo,A veces,A menudo,A menudo,A veces
IE1403549,A veces,Raramente,A menudo,A veces,A menudo,Siempre,Siempre,A menudo,A menudo,Raramente,A veces,Raramente,Nunca,A veces,A veces,Raramente,Raramente,Siempre,A veces
IE9700532,Siempre,A menudo,Nunca,A veces,A veces,A veces,Nunca,A menudo,A menudo,A menudo,A veces,A veces,Raramente,Nunca,Siempre,Raramente,Siempre,Nunca,A veces
IE1005409,Raramente,Nunca,A veces,Siempre,Nunca,A menudo,A menudo,A menudo,Raramente,A menudo,Siempre,A menudo,A veces,A veces,A menudo,A menudo,Siempre,Raramente,Raramente
IE0102439,A veces,A veces,Raramente,Siempre,Siempre,A veces,A veces,Nunca,Siempre,Siempre,Raramente,Raramente,Siempre,Raramente,Raramente,A menudo,Nunca,Nunca,Raramente
IE2104468,Siempre,Raramente,Raramente,Raramente,A veces,Nunca,A veces,Raramente,A veces,A veces,A menudo,A menudo,Raramente,A menudo,A veces,A menudo,A veces,A menudo,A veces
IE9504589,Nunca,A veces,A menudo,A veces,A veces,A veces,A menudo,Raramente,A veces,A menudo,Siempre,Nunca,Raramente,A menudo,Nunca,A veces,A menudo,A menudo,A veces
